date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2010-06-12,Zimbabwe,India,Harare Sports Club,India,field,T20,2010,India,0,0,0.4,0.5,0.4,0.4,0.5,0.5,0.5,0.5
2010-06-13,Zimbabwe,India,Harare Sports Club,India,field,T20,2010,India,0,0,0.3333333333333333,0.5217391304347826,0.2,0.4,0.0,1.0,0.0,1.0
2010-07-05,Australia,Pakistan,Edgbaston,Pakistan,bat,T20,2010,Pakistan,0,0,0.6176470588235294,0.6875,0.8,0.2,0.6,0.4,0.5,0.5
2010-07-06,Australia,Pakistan,Edgbaston,Pakistan,bat,T20,2010,Pakistan,0,0,0.6,0.696969696969697,0.6,0.4,0.5,0.5,0.0,1.0
2010-09-05,England,Pakistan,Sophia Gardens,England,field,T20,2010,England,1,1,0.5,0.7058823529411765,1.0,0.6,0.6,0.4,0.5,0.5
2010-09-07,England,Pakistan,Sophia Gardens,Pakistan,bat,T20,2010,England,1,0,0.5161290322580645,0.6857142857142857,1.0,0.6,0.6666666666666666,0.3333333333333333,1.0,0.0
2010-10-08,South Africa,Zimbabwe,OUTsurance Oval,Zimbabwe,bat,T20,2010/11,South Africa,1,0,0.6129032258064516,0.2857142857142857,0.6,0.2,0.5,0.5,0.5,0.5
2010-10-10,South Africa,Zimbabwe,De Beers Diamond Oval,South Africa,bat,T20,2010/11,South Africa,1,1,0.625,0.25,0.6,0.0,1.0,0.0,0.5,0.5
2010-10-26,Pakistan,South Africa,Sheikh Zayed Stadium,Pakistan,bat,T20,2010/11,South Africa,0,1,0.6666666666666666,0.6363636363636364,0.4,0.8,1.0,0.0,0.5,0.5
2010-10-27,Pakistan,South Africa,Sheikh Zayed Stadium,Pakistan,bat,T20,2010/11,South Africa,0,1,0.6486486486486487,0.6470588235294118,0.4,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0
2010-10-31,Australia,Sri Lanka,Western Australia Cricket Association Ground,Australia,bat,T20,2010/11,Sri Lanka,0,1,0.5833333333333334,0.5483870967741935,0.4,0.4,0.6666666666666666,0.3333333333333333,1.0,0.5
2010-12-26,New Zealand,Pakistan,Eden Park,New Zealand,field,T20,2010/11,New Zealand,1,1,0.4594594594594595,0.631578947368421,0.4,0.2,0.2,0.8,0.3333333333333333,0.5
2010-12-28,New Zealand,Pakistan,Seddon Park,Pakistan,field,T20,2010/11,New Zealand,1,0,0.47368421052631576,0.6153846153846154,0.6,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5
2010-12-30,New Zealand,Pakistan,AMI Stadium,Pakistan,bat,T20,2010/11,Pakistan,0,0,0.48717948717948717,0.6,0.6,0.0,0.42857142857142855,0.5714285714285714,1.0,0.5
2011-01-09,South Africa,India,Moses Mabhida Stadium,India,bat,T20,2010/11,India,0,0,0.6571428571428571,0.5416666666666666,1.0,0.4,0.25,0.75,0.5,0.5
2011-01-12,Australia,England,Adelaide Oval,Australia,bat,T20,2010/11,England,0,1,0.5675675675675675,0.53125,0.2,1.0,0.5,0.5,0.5,0.5
2011-01-14,Australia,England,Melbourne Cricket Ground,Australia,bat,T20,2010/11,Australia,1,1,0.5526315789473685,0.5454545454545454,0.0,1.0,0.4,0.6,1.0,0.5
2011-04-21,West Indies,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,bat,T20,2011,West Indies,1,1,0.4230769230769231,0.6097560975609756,0.2,0.2,0.5,0.5,0.0,0.5
2011-06-04,West Indies,India,"Queen's Park Oval, Port of Spain",West Indies,field,T20,2011,India,0,1,0.4444444444444444,0.56,0.4,0.6,1.0,0.0,0.5,0.5
2011-06-25,England,Sri Lanka,County Ground,Sri Lanka,field,T20,2011,Sri Lanka,0,0,0.5294117647058824,0.5625,0.8,0.6,0.5,0.5,0.0,0.5
2011-08-06,Sri Lanka,Australia,Pallekele International Cricket Stadium,Australia,field,T20,2011,Sri Lanka,1,0,0.5757575757575758,0.5641025641025641,0.6,0.2,0.5,0.5,0.5,0.5
2011-08-08,Sri Lanka,Australia,Pallekele International Cricket Stadium,Sri Lanka,bat,T20,2011,Sri Lanka,1,1,0.5882352941176471,0.55,0.8,0.2,0.6,0.4,1.0,0.0
2011-08-31,England,India,Old Trafford,India,bat,T20,2011,England,1,0,0.5142857142857142,0.5769230769230769,0.6,0.8,0.5,0.5,1.0,0.5
2011-09-16,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,field,T20,2011,Pakistan,0,1,0.2222222222222222,0.5952380952380952,0.0,0.2,0.5,0.5,0.0,0.5
2011-09-18,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,bat,T20,2011,Pakistan,0,0,0.2,0.6046511627906976,0.0,0.4,0.0,1.0,0.0,1.0
2011-09-23,England,West Indies,Kennington Oval,England,field,T20,2011,England,1,1,0.5277777777777778,0.42857142857142855,0.6,0.2,0.2,0.8,0.5,0.5
2011-09-25,England,West Indies,Kennington Oval,England,field,T20,2011,West Indies,0,1,0.5405405405405406,0.41379310344827586,0.6,0.2,0.3333333333333333,0.6666666666666666,0.6,0.42857142857142855
2011-10-11,Bangladesh,West Indies,Shere Bangla National Stadium,Bangladesh,field,T20,2011/12,Bangladesh,1,1,0.13333333333333333,0.43333333333333335,0.0,0.4,0.5,0.5,0.5,0.5
2011-10-13,South Africa,Australia,Newlands,South Africa,bat,T20,2011/12,Australia,0,1,0.6388888888888888,0.5365853658536586,0.8,0.2,0.5,0.5,1.0,0.75
2011-10-15,Zimbabwe,New Zealand,Harare Sports Club,New Zealand,field,T20,2011/12,New Zealand,0,0,0.18181818181818182,0.475,0.0,0.6,0.0,1.0,0.0,0.5
2011-10-16,South Africa,Australia,New Wanderers Stadium,Australia,bat,T20,2011/12,South Africa,1,0,0.6216216216216216,0.5476190476190477,0.6,0.4,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.0
2011-10-17,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,T20,2011/12,New Zealand,0,1,0.16666666666666666,0.4878048780487805,0.0,0.6,0.0,1.0,0.0,1.0
2011-10-29,India,England,Eden Gardens,India,bat,T20,2011/12,England,0,1,0.5555555555555556,0.5263157894736842,0.8,0.4,0.3333333333333333,0.6666666666666666,0.5,0.5
2011-11-25,Pakistan,Sri Lanka,Sheikh Zayed Stadium,Sri Lanka,bat,T20,2011/12,Pakistan,1,0,0.6136363636363636,0.6,0.6,1.0,0.6666666666666666,0.3333333333333333,0.0,0.5
2011-11-29,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,T20,2011/12,Pakistan,0,0,0.1875,0.6222222222222222,0.2,0.8,0.0,1.0,1.0,0.5
2012-02-01,Australia,India,Stadium Australia,India,field,T20,2011/12,Australia,1,0,0.5348837209302325,0.5357142857142857,0.4,0.6,0.5,0.5,0.5,0.5
2012-02-03,Australia,India,Melbourne Cricket Ground,Australia,bat,T20,2011/12,India,0,1,0.5454545454545454,0.5172413793103449,0.4,0.4,0.6,0.4,1.0,0.0
2012-02-11,New Zealand,Zimbabwe,Eden Park,Zimbabwe,bat,T20,2011/12,New Zealand,1,0,0.5,0.15384615384615385,0.8,0.0,1.0,0.0,0.5,0.5
2012-02-14,New Zealand,Zimbabwe,Seddon Park,Zimbabwe,bat,T20,2011/12,New Zealand,1,0,0.5116279069767442,0.14285714285714285,0.8,0.0,1.0,0.0,1.0,0.5
2012-02-17,New Zealand,South Africa,Westpac Stadium,New Zealand,field,T20,2011/12,New Zealand,1,1,0.5227272727272727,0.631578947368421,0.8,0.6,0.2,0.8,0.3333333333333333,0.5
2012-02-19,New Zealand,South Africa,Seddon Park,South Africa,field,T20,2011/12,South Africa,0,0,0.5333333333333333,0.6153846153846154,1.0,0.4,0.3333333333333333,0.6666666666666666,1.0,0.5
2012-02-22,New Zealand,South Africa,Eden Park,New Zealand,field,T20,2011/12,South Africa,0,1,0.5217391304347826,0.625,0.8,0.4,0.2857142857142857,0.7142857142857143,0.6,0.5
2012-02-22,Kenya,Ireland,Mombasa Sports Club Ground,Ireland,field,T20,2011/12,Ireland,0,0,0.16666666666666666,0.4444444444444444,0.2,0.4,0.0,1.0,0.5,0.5
2012-02-23,England,Pakistan,Dubai International Cricket Stadium,England,field,T20,2011/12,Pakistan,0,1,0.5384615384615384,0.6304347826086957,0.6,0.8,0.7142857142857143,0.2857142857142857,0.5,0.8
2012-02-23,Kenya,Ireland,Mombasa Sports Club Ground,Kenya,bat,T20,2011/12,Ireland,0,1,0.14285714285714285,0.5,0.2,0.6,0.0,1.0,0.0,1.0
2012-02-24,Kenya,Ireland,Mombasa Sports Club Ground,Ireland,bat,T20,2011/12,Ireland,0,0,0.125,0.5454545454545454,0.2,0.8,0.0,1.0,0.0,1.0
2012-02-25,England,Pakistan,Dubai International Cricket Stadium,England,bat,T20,2011/12,England,1,1,0.525,0.6382978723404256,0.6,1.0,0.625,0.375,0.3333333333333333,0.8333333333333334
2012-02-27,England,Pakistan,Sheikh Zayed Stadium,England,bat,T20,2011/12,England,1,1,0.5365853658536586,0.625,0.6,0.8,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333
2012-03-13,Canada,Netherlands,Dubai International Cricket Stadium,Netherlands,bat,T20,2011/12,Netherlands,0,0,0.0,0.6,0.0,0.6,0.0,1.0,0.0,0.5
2012-03-14,Ireland,Kenya,Dubai International Cricket Stadium,Kenya,bat,T20,2011/12,Ireland,1,0,0.5833333333333334,0.1111111111111111,0.8,0.2,1.0,0.0,1.0,1.0
2012-03-18,Ireland,Scotland,Dubai International Cricket Stadium,Ireland,bat,T20,2011/12,Ireland,1,1,0.6153846153846154,0.16666666666666666,0.8,0.2,1.0,0.0,1.0,0.0
2012-03-22,Canada,Ireland,Dubai International Cricket Stadium,Canada,bat,T20,2011/12,Ireland,0,1,0.0,0.6428571428571429,0.0,1.0,0.5,0.5,0.0,1.0
2012-03-23,Ireland,Netherlands,Dubai International Cricket Stadium,Ireland,field,T20,2011/12,Ireland,1,1,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,0.0,1.0,0.6666666666666666
2012-03-23,Canada,Scotland,Dubai International Cricket Stadium,Canada,bat,T20,2011/12,Scotland,0,1,0.0,0.14285714285714285,0.0,0.0,0.5,0.5,0.0,0.0
2012-03-27,West Indies,Australia,"Beausejour Stadium, Gros Islet",West Indies,bat,T20,2011/12,Australia,0,1,0.41935483870967744,0.5333333333333333,0.4,0.4,0.4,0.6,0.5,1.0
2012-03-30,South Africa,India,New Wanderers Stadium,India,field,T20,2011/12,South Africa,1,0,0.6341463414634146,0.5333333333333333,0.6,0.4,0.2,0.8,0.7,0.6666666666666666
2012-03-30,West Indies,Australia,"Kensington Oval, Bridgetown",West Indies,bat,T20,2011/12,West Indies,1,1,0.40625,0.5434782608695652,0.2,0.6,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6
2012-06-01,Sri Lanka,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,T20,2012,Sri Lanka,1,1,0.5833333333333334,0.6122448979591837,0.8,0.6,0.2857142857142857,0.7142857142857143,0.5,0.5
2012-06-03,Sri Lanka,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,bat,T20,2012,Pakistan,0,0,0.5945945945945946,0.6,0.8,0.4,0.375,0.625,1.0,0.0
2012-06-24,England,West Indies,Trent Bridge,West Indies,bat,T20,2012,England,1,0,0.5476190476190477,0.42424242424242425,0.6,0.4,0.2857142857142857,0.7142857142857143,0.0,0.0
2012-06-30,New Zealand,West Indies,Central Broward Regional Park Stadium Turf Ground,New Zealand,field,T20,2012,West Indies,0,1,0.5106382978723404,0.4117647058823529,0.6,0.4,1.0,0.0,0.5,0.5
2012-07-01,New Zealand,West Indies,Central Broward Regional Park Stadium Turf Ground,West Indies,bat,T20,2012,West Indies,0,0,0.5,0.42857142857142855,0.4,0.4,0.5,0.5,0.3333333333333333,1.0
2012-07-18,Ireland,Bangladesh,"Civil Service Cricket Club, Stormont",Ireland,field,T20,2012,Bangladesh,0,1,0.6875,0.17647058823529413,1.0,0.2,1.0,0.0,1.0,0.5
2012-07-25,Netherlands,Bangladesh,Sportpark Westvliet,Netherlands,bat,T20,2012,Bangladesh,0,1,0.5714285714285714,0.2222222222222222,0.4,0.4,0.5,0.5,0.5,0.5
2012-07-26,Netherlands,Bangladesh,Sportpark Westvliet,Bangladesh,bat,T20,2012,Netherlands,1,0,0.5,0.2631578947368421,0.4,0.6,0.0,1.0,0.0,1.0
2012-08-07,Sri Lanka,India,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2012,India,0,1,0.5789473684210527,0.5161290322580645,0.6,0.2,0.5,0.5,1.0,0.5
2012-09-05,Australia,Pakistan,Dubai International Cricket Stadium,Pakistan,field,T20,2012,Pakistan,0,0,0.5319148936170213,0.6078431372549019,0.4,0.4,0.42857142857142855,0.5714285714285714,0.0,0.7142857142857143
2012-09-08,England,South Africa,Riverside Ground,South Africa,field,T20,2012,South Africa,0,0,0.5581395348837209,0.6428571428571429,0.8,0.8,0.4,0.6,0.5,0.5
2012-09-10,Australia,Pakistan,Dubai International Cricket Stadium,Pakistan,field,T20,2012,Australia,1,0,0.5208333333333334,0.6153846153846154,0.4,0.4,0.375,0.625,0.0,0.75
2012-09-11,India,New Zealand,"MA Chidambaram Stadium, Chepauk",India,field,T20,2012,New Zealand,0,1,0.53125,0.4897959183673469,0.4,0.2,0.0,1.0,0.5,0.5
2012-09-12,England,South Africa,Edgbaston,South Africa,field,T20,2012,England,1,0,0.5454545454545454,0.6511627906976745,0.6,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5
2012-09-18,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,field,T20,2012/13,Sri Lanka,1,0,0.5641025641025641,0.13333333333333333,0.4,0.0,1.0,0.0,0.5,0.5
2012-09-19,Australia,Ireland,R Premadasa Stadium,Ireland,bat,T20,2012/13,Australia,1,0,0.5306122448979592,0.6470588235294118,0.4,0.8,0.5,0.5,0.5,0.5
2012-09-20,South Africa,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,field,T20,2012/13,South Africa,1,1,0.6363636363636364,0.125,0.8,0.0,1.0,0.0,0.5,0.0
2012-09-21,Bangladesh,New Zealand,Pallekele International Cricket Stadium,Bangladesh,field,T20,2012/13,New Zealand,0,1,0.25,0.5,0.6,0.2,0.0,1.0,0.5,0.5
2012-09-22,Australia,West Indies,R Premadasa Stadium,West Indies,bat,T20,2012/13,Australia,1,0,0.54,0.4444444444444444,0.6,0.6,0.5714285714285714,0.42857142857142855,1.0,0.5
2012-09-22,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field,T20,2012/13,South Africa,0,1,0.575,0.6444444444444445,0.4,0.8,0.5,0.5,0.6666666666666666,1.0
2012-09-23,New Zealand,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,T20,2012/13,Pakistan,0,0,0.5098039215686274,0.6037735849056604,0.4,0.4,0.375,0.625,1.0,0.5
2012-09-23,England,India,R Premadasa Stadium,England,field,T20,2012/13,India,0,1,0.5555555555555556,0.5151515151515151,0.8,0.4,0.75,0.25,0.5,1.0
2012-09-25,Bangladesh,Pakistan,Pallekele International Cricket Stadium,Bangladesh,bat,T20,2012/13,Pakistan,0,1,0.23809523809523808,0.6111111111111112,0.4,0.6,0.0,1.0,0.0,1.0
2012-09-27,England,West Indies,Pallekele International Cricket Stadium,West Indies,bat,T20,2012/13,West Indies,0,0,0.5434782608695652,0.43243243243243246,0.6,0.6,0.375,0.625,0.5,0.5
2012-09-28,Australia,India,R Premadasa Stadium,India,bat,T20,2012/13,Australia,1,0,0.5490196078431373,0.5294117647058824,0.6,0.6,0.5,0.5,1.0,1.0
2012-09-28,Pakistan,South Africa,R Premadasa Stadium,South Africa,bat,T20,2012/13,Pakistan,1,0,0.6181818181818182,0.6521739130434783,0.8,0.8,0.5,0.5,1.0,0.5
2012-09-29,England,New Zealand,Pallekele International Cricket Stadium,New Zealand,bat,T20,2012/13,England,1,0,0.5319148936170213,0.5,0.4,0.4,0.8,0.2,0.0,0.5
2012-09-29,Sri Lanka,West Indies,Pallekele International Cricket Stadium,West Indies,bat,T20,2012/13,Sri Lanka,1,0,0.5609756097560976,0.4473684210526316,0.4,0.6,1.0,0.0,0.6666666666666666,1.0
2012-09-30,India,Pakistan,R Premadasa Stadium,Pakistan,bat,T20,2012/13,India,1,0,0.5142857142857142,0.625,0.4,0.8,1.0,0.0,0.6666666666666666,1.0
2012-09-30,Australia,South Africa,R Premadasa Stadium,Australia,field,T20,2012/13,Australia,1,1,0.5576923076923077,0.6382978723404256,0.8,0.6,0.5,0.5,1.0,0.0
2012-10-01,Sri Lanka,England,Pallekele International Cricket Stadium,England,field,T20,2012/13,Sri Lanka,1,0,0.5714285714285714,0.5416666666666666,0.4,0.4,0.6666666666666666,0.3333333333333333,0.75,0.5
2012-10-02,Australia,Pakistan,R Premadasa Stadium,Australia,field,T20,2012/13,Pakistan,0,1,0.5660377358490566,0.6140350877192983,1.0,0.6,0.4444444444444444,0.5555555555555556,1.0,0.6666666666666666
2012-10-02,India,South Africa,R Premadasa Stadium,South Africa,field,T20,2012/13,India,1,0,0.5277777777777778,0.625,0.6,0.4,0.6666666666666666,0.3333333333333333,0.75,0.0
2012-10-04,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,bat,T20,2012/13,Sri Lanka,1,1,0.5813953488372093,0.6206896551724138,0.6,0.8,0.3333333333333333,0.6666666666666666,0.0,0.75
2012-10-05,Australia,West Indies,R Premadasa Stadium,West Indies,bat,T20,2012/13,West Indies,0,0,0.5555555555555556,0.4358974358974359,0.8,0.6,0.625,0.375,0.8,0.0
2012-10-07,Sri Lanka,West Indies,R Premadasa Stadium,West Indies,bat,T20,2012/13,West Indies,0,0,0.5909090909090909,0.45,0.8,0.6,1.0,0.0,0.2,0.5
2012-12-10,Bangladesh,West Indies,Shere Bangla National Stadium,West Indies,bat,T20,2012/13,West Indies,0,0,0.22727272727272727,0.4634146341463415,0.4,0.6,0.6666666666666666,0.3333333333333333,0.5,0.0
2012-12-20,India,England,Subrata Roy Sahara Stadium,India,field,T20,2012/13,India,1,1,0.5405405405405406,0.5306122448979592,0.6,0.4,0.4,0.6,0.5,0.5
2012-12-21,South Africa,New Zealand,Kingsmead,New Zealand,bat,T20,2012/13,South Africa,1,0,0.6122448979591837,0.49056603773584906,0.4,0.4,0.75,0.25,0.5,0.6666666666666666
2012-12-22,India,England,Wankhede Stadium,England,field,T20,2012/13,England,0,0,0.5526315789473685,0.52,0.8,0.2,0.5,0.5,0.5,0.5
2012-12-23,South Africa,New Zealand,Buffalo Park,New Zealand,field,T20,2012/13,New Zealand,0,0,0.62,0.48148148148148145,0.4,0.4,0.7777777777777778,0.2222222222222222,0.5,0.5
2012-12-25,India,Pakistan,M Chinnaswamy Stadium,Pakistan,field,T20,2012/13,Pakistan,0,0,0.5384615384615384,0.6101694915254238,0.6,0.6,1.0,0.0,0.5,0.5
2012-12-26,South Africa,New Zealand,St George's Park,South Africa,bat,T20,2012/13,South Africa,1,1,0.6078431372549019,0.4909090909090909,0.2,0.4,0.7,0.3,0.0,0.5
2012-12-28,India,Pakistan,"Sardar Patel Stadium, Motera",Pakistan,field,T20,2012/13,India,1,0,0.525,0.6166666666666667,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,0.5
2013-01-26,Australia,Sri Lanka,Stadium Australia,Australia,bat,T20,2012/13,Sri Lanka,0,1,0.5454545454545454,0.5777777777777777,0.6,0.6,0.3333333333333333,0.6666666666666666,1.0,0.5
2013-01-28,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,field,T20,2012/13,Sri Lanka,0,1,0.5357142857142857,0.5869565217391305,0.4,0.8,0.2857142857142857,0.7142857142857143,0.8,0.5
2013-02-09,New Zealand,England,Eden Park,New Zealand,field,T20,2012/13,England,0,1,0.48214285714285715,0.5294117647058824,0.2,0.4,0.16666666666666666,0.8333333333333334,0.5,1.0
2013-02-12,New Zealand,England,Seddon Park,England,field,T20,2012/13,New Zealand,1,0,0.47368421052631576,0.5384615384615384,0.2,0.6,0.14285714285714285,0.8571428571428571,0.8,0.5
2013-02-13,Australia,West Indies,"Brisbane Cricket Ground, Woolloongabba",West Indies,bat,T20,2012/13,West Indies,0,0,0.5263157894736842,0.47619047619047616,0.2,0.8,0.5555555555555556,0.4444444444444444,1.0,0.5
2013-02-15,New Zealand,England,Westpac Stadium,England,field,T20,2012/13,England,0,0,0.4827586206896552,0.5283018867924528,0.4,0.4,0.25,0.75,0.5,0.5
2013-03-02,West Indies,Zimbabwe,"Sir Vivian Richards Stadium, North Sound",Zimbabwe,bat,T20,2012/13,West Indies,1,0,0.4883720930232558,0.11764705882352941,0.8,0.0,0.0,1.0,0.0,0.5
2013-03-03,South Africa,Pakistan,SuperSport Park,Pakistan,bat,T20,2012/13,Pakistan,0,0,0.6153846153846154,0.6065573770491803,0.4,0.4,0.4,0.6,1.0,0.5
2013-03-03,West Indies,Zimbabwe,"Sir Vivian Richards Stadium, North Sound",West Indies,bat,T20,2012/13,West Indies,1,1,0.5,0.1111111111111111,1.0,0.0,0.5,0.5,0.3333333333333333,0.0
2013-03-15,Canada,Kenya,ICC Global Cricket Academy,Kenya,bat,T20,2012/13,Canada,1,0,0.0,0.1,0.0,0.2,0.0,1.0,0.5,0.5
2013-03-16,Canada,Kenya,ICC Global Cricket Academy,Kenya,bat,T20,2012/13,Kenya,0,0,0.16666666666666666,0.09090909090909091,0.2,0.0,0.5,0.5,1.0,0.0
2013-03-31,Sri Lanka,Bangladesh,Pallekele International Cricket Stadium,Bangladesh,field,T20,2012/13,Sri Lanka,1,0,0.5957446808510638,0.21739130434782608,0.8,0.2,1.0,0.0,0.8,0.0
2013-04-19,Kenya,Netherlands,Wanderers Cricket Ground,Netherlands,bat,T20,2013,Kenya,1,0,0.16666666666666666,0.5555555555555556,0.2,0.4,0.5,0.5,0.5,0.5
2013-04-20,Kenya,Netherlands,Wanderers Cricket Ground,Kenya,field,T20,2013,Kenya,1,1,0.23076923076923078,0.5,0.4,0.4,1.0,0.0,1.0,0.0
2013-05-11,Zimbabwe,Bangladesh,Queens Sports Club,Zimbabwe,bat,T20,2013,Zimbabwe,1,1,0.10526315789473684,0.20833333333333334,0.0,0.0,0.5,0.5,0.5,0.5
2013-05-12,Zimbabwe,Bangladesh,Queens Sports Club,Bangladesh,bat,T20,2013,Bangladesh,0,0,0.15,0.2,0.2,0.0,1.0,0.0,1.0,0.0
2013-06-25,England,New Zealand,Kennington Oval,England,field,T20,2013,New Zealand,0,1,0.5370370370370371,0.4745762711864407,0.6,0.4,0.7777777777777778,0.2222222222222222,0.5,0.5
2013-07-27,West Indies,Pakistan,"Arnos Vale Ground, Kingstown",West Indies,bat,T20,2013,Pakistan,0,1,0.5111111111111111,0.6129032258064516,1.0,0.6,1.0,0.0,0.5,0.5
2013-07-28,West Indies,Pakistan,"Arnos Vale Ground, Kingstown",Pakistan,bat,T20,2013,Pakistan,0,0,0.5,0.6190476190476191,0.8,0.6,0.5,0.5,0.0,1.0
2013-08-02,Sri Lanka,South Africa,R Premadasa Stadium,South Africa,bat,T20,2013,South Africa,0,0,0.6041666666666666,0.6037735849056604,0.8,0.4,0.0,1.0,0.16666666666666666,0.0
2013-08-04,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,bat,T20,2013,South Africa,0,0,0.5918367346938775,0.6111111111111112,0.6,0.6,0.0,1.0,0.5,1.0
2013-08-06,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,bat,T20,2013,Sri Lanka,1,0,0.58,0.6181818181818182,0.6,0.6,0.0,1.0,0.4,1.0
2013-08-23,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,field,T20,2013,Pakistan,0,1,0.14285714285714285,0.625,0.2,0.8,0.0,1.0,0.0,1.0
2013-08-24,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,field,T20,2013,Pakistan,0,1,0.13636363636363635,0.6307692307692307,0.2,0.8,0.0,1.0,0.0,1.0
2013-08-29,England,Australia,The Rose Bowl,England,field,T20,2013,Australia,0,1,0.5272727272727272,0.5172413793103449,0.6,0.0,0.5,0.5,0.5,0.0
2013-08-31,England,Australia,Riverside Ground,Australia,field,T20,2013,England,1,0,0.5178571428571429,0.5254237288135594,0.4,0.2,0.42857142857142855,0.5714285714285714,0.0,0.5
2013-10-10,India,Australia,Saurashtra Cricket Association Stadium,India,field,T20,2013/14,India,1,1,0.5365853658536586,0.5166666666666667,0.6,0.2,0.42857142857142855,0.5714285714285714,0.5,0.5
2013-11-06,Bangladesh,New Zealand,Shere Bangla National Stadium,New Zealand,bat,T20,2013/14,New Zealand,0,0,0.23076923076923078,0.48333333333333334,0.2,0.4,0.0,1.0,0.3333333333333333,0.5
2013-11-13,Pakistan,South Africa,Dubai International Cricket Stadium,Pakistan,bat,T20,2013/14,South Africa,0,1,0.6363636363636364,0.6071428571428571,1.0,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5
2013-11-15,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,T20,2013/14,South Africa,0,0,0.6268656716417911,0.6140350877192983,0.8,0.6,0.5714285714285714,0.42857142857142855,0.6,1.0
2013-11-16,Canada,Ireland,Sheikh Zayed Stadium,Canada,field,T20,2013/14,Ireland,0,1,0.14285714285714285,0.6111111111111112,0.2,0.6,0.0,1.0,0.5,0.5
2013-11-19,Kenya,Scotland,ICC Academy,Kenya,bat,T20,2013/14,Kenya,1,1,0.2857142857142857,0.25,0.6,0.2,0.5,0.5,0.5,0.5
2013-11-20,South Africa,Pakistan,New Wanderers Stadium,Pakistan,field,T20,2013/14,South Africa,1,0,0.6206896551724138,0.6176470588235294,0.8,0.6,0.5,0.5,0.7272727272727273,0.6666666666666666
2013-11-21,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2013/14,Sri Lanka,1,1,0.5882352941176471,0.4918032786885246,0.6,0.6,0.4444444444444444,0.5555555555555556,0.8333333333333334,0.3333333333333333
2013-11-22,South Africa,Pakistan,Newlands,Pakistan,bat,T20,2013/14,Pakistan,0,0,0.6271186440677966,0.6086956521739131,0.8,0.4,0.5555555555555556,0.4444444444444444,0.6666666666666666,1.0
2013-11-22,Netherlands,Scotland,ICC Academy,Netherlands,field,T20,2013/14,Scotland,0,1,0.45454545454545453,0.2222222222222222,0.2,0.2,1.0,0.0,0.5,0.0
2013-11-23,Kenya,Netherlands,ICC Academy,Netherlands,bat,T20,2013/14,Netherlands,0,0,0.3333333333333333,0.4166666666666667,0.8,0.2,1.0,0.0,1.0,0.0
2013-11-26,Canada,Kenya,Sharjah Cricket Stadium,Kenya,bat,T20,2013/14,Kenya,0,0,0.125,0.3125,0.2,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5
2013-11-28,Netherlands,Scotland,Sheikh Zayed Stadium,Scotland,bat,T20,2013/14,Netherlands,1,0,0.46153846153846156,0.3,0.4,0.4,0.5,0.5,0.5,0.5
2013-12-11,Pakistan,Sri Lanka,Dubai International Cricket Stadium,Pakistan,field,T20,2013/14,Pakistan,1,1,0.6142857142857143,0.5961538461538461,0.4,0.6,0.6,0.4,0.5454545454545454,0.5
