date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2025-03-16,Pakistan,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2024/25,New Zealand,0,0,0.5948275862068966,0.5485436893203883,0.4,0.6,0.5476190476190477,0.4523809523809524,0.7142857142857143,0.5714285714285714
2025-03-17,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat,T20,2024/25,Bahrain,0,1,0.4725274725274725,0.5571428571428572,0.6,1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,1.0
2025-03-18,Pakistan,New Zealand,"University Oval, Dunedin",New Zealand,field,T20,2024/25,New Zealand,0,0,0.592274678111588,0.5507246376811594,0.2,0.8,0.5348837209302325,0.46511627906976744,0.0,1.0
2025-03-19,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2024/25,Namibia,0,0,0.5471698113207547,0.5857142857142857,0.6,0.0,0.5,0.5,0.5,0.5
2025-03-21,New Zealand,Pakistan,"Eden Park, Auckland",Pakistan,field,T20,2024/25,Pakistan,0,0,0.5528846153846154,0.5897435897435898,0.8,0.0,0.4772727272727273,0.5227272727272727,0.3333333333333333,0.0
2025-03-22,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Canada,bat,T20,2024/25,Namibia,0,1,0.5370370370370371,0.5915492957746479,0.6,0.2,0.0,1.0,0.0,1.0
2025-03-23,New Zealand,Pakistan,"Bay Oval, Mount Maunganui",Pakistan,field,T20,2024/25,New Zealand,1,0,0.5502392344497608,0.5914893617021276,0.6,0.2,0.4666666666666667,0.5333333333333333,0.75,0.5
2025-03-23,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2024/25,Namibia,0,0,0.5272727272727272,0.5972222222222222,0.4,0.4,0.0,1.0,0.0,1.0
2025-03-26,Pakistan,New Zealand,"Sky Stadium, Wellington",New Zealand,field,T20,2024/25,New Zealand,0,0,0.5889830508474576,0.5523809523809524,0.2,0.6,0.5217391304347826,0.4782608695652174,0.5,0.0
2025-04-07,Norway,Portugal,Santarem Cricket Ground,Portugal,field,T20,2025,Norway,1,0,0.48148148148148145,0.6818181818181818,0.8,0.4,0.5,0.5,0.5,1.0
2025-04-08,Norway,Portugal,Santarem Cricket Ground,Norway,bat,T20,2025,Portugal,0,1,0.5,0.6521739130434783,0.8,0.2,1.0,0.0,1.0,0.75
2025-04-09,Portugal,Norway,Santarem Cricket Ground,Portugal,bat,T20,2025,Portugal,1,1,0.6666666666666666,0.4827586206896552,0.4,0.6,0.5,0.5,0.8,0.5
2025-04-09,Qatar,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,T20,2025,Nepal,0,0,0.5405405405405406,0.5882352941176471,0.2,0.8,0.5,0.5,0.5,0.3333333333333333
2025-04-09,Hong Kong,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field,T20,2025,Kuwait,0,0,0.4673913043478261,0.6140350877192983,0.4,0.4,0.5,0.5,0.9090909090909091,0.25
2025-04-10,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,T20,2025,Nepal,0,0,0.6206896551724138,0.5930232558139535,0.6,0.8,0.0,1.0,0.4,0.5
2025-04-10,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field,T20,2025,Hong Kong,1,0,0.46236559139784944,0.5263157894736842,0.4,0.2,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.0
2025-04-12,Qatar,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field,T20,2025,Kuwait,0,0,0.5128205128205128,0.6101694915254238,0.2,0.6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
2025-04-13,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field,T20,2025,Hong Kong,1,0,0.46808510638297873,0.5,0.6,0.2,0.75,0.25,0.8461538461538461,0.0
2025-04-13,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,T20,2025,Kuwait,1,0,0.6166666666666667,0.5977011494252874,0.6,1.0,0.0,1.0,0.42857142857142855,0.6
2025-04-17,Mexico,Costa Rica,"Clayton Panama, Panama City",Costa Rica,field,T20,2025,Mexico,1,0,0.4,0.25,0.2,0.25,0.75,0.25,0.5,0.5
2025-04-17,Panama,Turks and Caicos Island,"Clayton Panama, Panama City",Panama,bat,T20,2025,Panama,1,1,0.21052631578947367,0.5,0.2,0.5,0.5,0.5,0.5,0.5
2025-04-18,Costa Rica,Panama,"Clayton Panama, Panama City",Costa Rica,bat,T20,2025,Panama,0,1,0.2,0.25,0.2,0.4,0.5,0.5,0.0,1.0
2025-04-18,Turks and Caicos Island,Mexico,"Clayton Panama, Panama City",Turks and Caicos Island,bat,T20,2025,Mexico,0,1,0.0,0.4375,0.0,0.4,0.5,0.5,0.0,1.0
2025-04-19,Bermuda,Canada,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,T20,2025,Canada,0,1,0.7272727272727273,0.5178571428571429,1.0,0.4,0.5,0.5,0.5,0.5
2025-04-19,United States of America,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",United States of America,bat,T20,2025,United States of America,1,1,0.5476190476190477,0.45454545454545453,0.6,0.8,1.0,0.0,0.5,0.5
2025-04-19,Panama,Mexico,"Clayton Panama, Panama City",Panama,bat,T20,2025,Panama,1,1,0.2857142857142857,0.47058823529411764,0.6,0.4,1.0,0.0,1.0,1.0
2025-04-19,Costa Rica,Turks and Caicos Island,"Clayton Panama, Panama City",Costa Rica,bat,T20,2025,Turks and Caicos Island,0,1,0.16666666666666666,0.0,0.2,0.0,0.5,0.5,0.0,0.0
2025-04-20,United States of America,Bahamas,"Jimmy Powell Oval, Cayman Islands",United States of America,bat,T20,2025,United States of America,1,1,0.5581395348837209,0.5,0.8,0.6,1.0,0.0,1.0,0.5
2025-04-20,Bermuda,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,T20,2025,Bermuda,1,1,0.7058823529411765,0.43478260869565216,0.8,0.6,1.0,0.0,0.0,0.0
2025-04-20,Turks and Caicos Island,Costa Rica,"Clayton Panama, Panama City",Turks and Caicos Island,bat,T20,2025,Costa Rica,0,1,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2,1.0,0.0,0.3333333333333333,0.0
2025-04-21,Bahamas,Canada,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat,T20,2025,Canada,0,1,0.47058823529411764,0.5263157894736842,0.4,0.4,0.5,0.5,0.0,1.0
2025-04-21,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,T20,2025,United States of America,0,1,0.7142857142857143,0.5681818181818182,0.8,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0
2025-04-23,Canada,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,field,T20,2025,Canada,1,0,0.5344827586206896,0.4166666666666667,0.4,0.4,1.0,0.0,1.0,0.0
2025-04-23,Bahamas,Bermuda,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat,T20,2025,Bermuda,0,1,0.4444444444444444,0.6944444444444444,0.4,0.6,0.0,1.0,0.0,0.3333333333333333
2025-04-24,Malaysia,Singapore,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2025,Malaysia,1,1,0.524390243902439,0.36,0.2,0.4,0.6666666666666666,0.3333333333333333,0.5454545454545454,0.6666666666666666
2025-04-24,Cayman Islands,Bahamas,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat,T20,2025,Cayman Islands,1,1,0.4,0.42105263157894735,0.2,0.2,1.0,0.0,0.0,0.0
2025-04-24,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat,T20,2025,Canada,1,1,0.5423728813559322,0.5777777777777777,0.6,1.0,0.25,0.75,1.0,1.0
2025-04-24,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,T20,2025,Saudi Arabia,1,1,0.5263157894736842,0.475,0.6,0.6,1.0,0.0,0.5,0.75
2025-04-25,Thailand,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2025,Malaysia,0,0,0.4634146341463415,0.5301204819277109,0.4,0.2,0.0,1.0,0.6,0.5652173913043478
2025-04-25,Saudi Arabia,Singapore,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,T20,2025,Saudi Arabia,1,1,0.5384615384615384,0.35294117647058826,0.8,0.2,0.5,0.5,1.0,0.5
2025-04-26,Saudi Arabia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,T20,2025,Malaysia,0,1,0.55,0.5357142857142857,0.8,0.4,0.0,1.0,1.0,0.5833333333333334
2025-04-26,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,T20,2025,Singapore,1,1,0.34615384615384615,0.4523809523809524,0.0,0.2,0.5,0.5,0.4,0.5
2025-04-26,Cayman Islands,Canada,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat,T20,2025,Canada,0,1,0.4230769230769231,0.55,0.2,0.8,0.0,1.0,0.25,1.0
2025-04-26,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,T20,2025,United States of America,0,1,0.7027027027027027,0.5652173913043478,0.6,0.8,0.5,0.5,0.5,0.75
2025-04-27,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat,T20,2025,United States of America,0,1,0.5573770491803278,0.574468085106383,1.0,0.8,0.3333333333333333,0.6666666666666666,1.0,0.8
2025-04-28,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field,T20,2025,Saudi Arabia,1,0,0.5365853658536586,0.4418604651162791,0.8,0.2,1.0,0.0,0.6666666666666666,0.42857142857142855
2025-04-29,Malaysia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field,T20,2025,Malaysia,1,0,0.5411764705882353,0.4318181818181818,0.6,0.0,1.0,0.0,0.6,0.375
2025-04-29,Singapore,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,T20,2025,Saudi Arabia,0,1,0.3584905660377358,0.5476190476190477,0.2,0.8,0.0,1.0,0.5,0.75
2025-04-30,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,field,T20,2025,Saudi Arabia,0,0,0.5465116279069767,0.5581395348837209,0.8,0.8,1.0,0.0,0.6153846153846154,0.8
2025-05-02,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,T20,2025,Singapore,1,1,0.35185185185185186,0.4222222222222222,0.2,0.0,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.3333333333333333
2025-05-02,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2025,Malaysia,1,1,0.5402298850574713,0.5681818181818182,0.8,0.8,0.6666666666666666,0.3333333333333333,0.5925925925925926,0.8333333333333334
2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field,T20,2025,Malta,1,0,0.4107142857142857,0.42857142857142855,0.0,0.8,0.0,1.0,0.5,0.5
2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field,T20,2025,Estonia,0,0,0.42105263157894735,0.4090909090909091,0.2,0.6,0.5,0.5,0.5172413793103449,0.0
2025-05-07,Malta,Estonia,Marsa Sports Club,Estonia,field,T20,2025,Malta,1,0,0.41379310344827586,0.43478260869565216,0.2,0.6,0.3333333333333333,0.6666666666666666,0.5,0.5
2025-05-07,Thailand,Cook Islands,Sano International Cricket Ground,Thailand,bat,T20,2025,Cook Islands,0,1,0.41304347826086957,0.6363636363636364,0.0,0.6,0.5,0.5,0.5,0.5
2025-05-08,Japan,Thailand,Sano International Cricket Ground,Japan,bat,T20,2025,Japan,1,1,0.6857142857142857,0.40425531914893614,1.0,0.0,1.0,0.0,0.8181818181818182,0.0
2025-05-09,Cook Islands,Thailand,Sano International Cricket Ground,Thailand,field,T20,2025,Thailand,0,0,0.6666666666666666,0.3958333333333333,0.6,0.0,1.0,0.0,1.0,0.0
2025-05-09,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field,T20,2025,Japan,1,0,0.6944444444444444,0.6153846153846154,1.0,0.6,0.5,0.5,0.8333333333333334,0.5
2025-05-11,Japan,Thailand,Sano International Cricket Ground,Japan,bat,T20,2025,Thailand,0,1,0.7027027027027027,0.40816326530612246,1.0,0.2,1.0,0.0,0.8461538461538461,0.3333333333333333
2025-05-13,Cook Islands,Japan,Sano International Cricket Ground,Cook Islands,bat,T20,2025,Japan,0,1,0.5714285714285714,0.6842105263157895,0.4,0.8,0.0,1.0,0.3333333333333333,0.7857142857142857
2025-05-14,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field,T20,2025,Japan,1,0,0.6923076923076923,0.5333333333333333,0.8,0.2,1.0,0.0,0.8,0.25
2025-05-17,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,T20,2025,Bangladesh,1,0,0.3888888888888889,0.5773195876288659,0.6,0.8,1.0,0.0,0.0,0.5
2025-05-17,Austria,Slovenia,"Velden Cricket Ground, Latschach",Slovenia,field,T20,2025,Austria,1,0,0.6129032258064516,0.14285714285714285,0.8,0.2,1.0,0.0,0.5,0.5
2025-05-18,Slovenia,Austria,"Ballpark Ground, Graz",Slovenia,bat,T20,2025,Austria,0,1,0.125,0.625,0.2,0.8,0.0,1.0,0.5,0.5
2025-05-18,Austria,Slovenia,"Ballpark Ground, Graz",Austria,bat,T20,2025,Austria,1,1,0.6363636363636364,0.1111111111111111,0.8,0.2,1.0,0.0,1.0,0.0
2025-05-19,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,T20,2025,United Arab Emirates,0,0,0.39263803680981596,0.5714285714285714,0.8,0.6,1.0,0.0,0.3333333333333333,0.0
2025-05-21,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,T20,2025,United Arab Emirates,0,0,0.3902439024390244,0.5757575757575758,0.8,0.6,0.8,0.2,0.25,0.5
2025-05-28,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat,T20,2025,Pakistan,1,1,0.5864978902953587,0.3878787878787879,0.2,0.6,0.8421052631578947,0.15789473684210525,0.4444444444444444,0.5
2025-05-30,Malta,Belgium,"Stars Arena Hofstade, Zemst",Malta,bat,T20,2025,Belgium,0,1,0.423728813559322,0.6521739130434783,0.4,0.6,0.2857142857142857,0.7142857142857143,0.5,0.5
2025-05-30,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat,T20,2025,Portugal,0,1,0.6666666666666666,0.68,0.6,0.6,0.0,1.0,1.0,0.5
2025-05-30,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,T20,2025,Austria,1,1,0.6470588235294118,0.6666666666666666,0.8,0.6,0.5,0.5,1.0,0.5
2025-05-30,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat,T20,2025,Pakistan,1,1,0.5882352941176471,0.3855421686746988,0.4,0.4,0.85,0.15,0.5,0.0
2025-05-30,Malta,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field,T20,2025,Portugal,0,0,0.4166666666666667,0.6923076923076923,0.4,0.8,0.0,1.0,0.0,1.0
2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Switzerland,field,T20,2025,Austria,1,0,0.6571428571428571,0.631578947368421,0.8,0.4,1.0,0.0,1.0,0.0
2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,T20,2025,Switzerland,0,1,0.6666666666666666,0.6,1.0,0.4,1.0,0.0,1.0,0.0
2025-05-31,Belgium,Malta,"Stars Arena Hofstade, Zemst",Malta,field,T20,2025,Belgium,1,0,0.64,0.4098360655737705,0.4,0.4,0.75,0.25,0.5,0.0
2025-05-31,Malta,Portugal,"Stars Arena Hofstade, Zemst",Malta,bat,T20,2025,Portugal,0,1,0.4032258064516129,0.7037037037037037,0.2,0.8,0.0,1.0,0.0,1.0
2025-05-31,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat,T20,2025,Portugal,0,1,0.6538461538461539,0.7142857142857143,0.6,1.0,0.0,1.0,0.6666666666666666,1.0
2025-06-01,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,T20,2025,Austria,1,1,0.6486486486486487,0.6190476190476191,0.8,0.6,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333
2025-06-01,Bangladesh,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,T20,2025,Pakistan,0,0,0.38323353293413176,0.5899581589958159,0.2,0.6,0.14285714285714285,0.8571428571428571,0.0,0.5454545454545454
2025-06-01,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field,T20,2025,Belgium,1,0,0.6296296296296297,0.7241379310344828,0.6,1.0,0.0,1.0,0.5,1.0
2025-06-06,Jersey,Guernsey,"Grainville, St Saviour",Guernsey,field,T20,2025,Guernsey,0,0,0.6578947368421053,0.6153846153846154,0.8,0.8,0.75,0.25,0.5,0.5
2025-06-06,England,West Indies,"Riverside Ground, Chester-le-Street",England,bat,T20,2025,England,1,1,0.5340314136125655,0.4536082474226804,0.2,0.2,0.47058823529411764,0.5294117647058824,1.0,0.5
2025-06-07,Slovenia,Serbia,Lisicji Jarak Cricket Ground,Slovenia,bat,T20,2025,Serbia,0,1,0.1,0.2692307692307692,0.2,0.0,0.5,0.5,0.5,0.6666666666666666
2025-06-07,Jersey,Guernsey,"Grainville, St Saviour",Jersey,bat,T20,2025,Jersey,1,1,0.6410256410256411,0.6296296296296297,0.8,0.8,0.6,0.4,0.0,1.0
2025-06-07,Guernsey,Jersey,"Grainville, St Saviour",Jersey,field,T20,2025,Jersey,0,0,0.6071428571428571,0.65,0.6,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5
2025-06-08,West Indies,England,"County Ground, Bristol",England,field,T20,2025,England,0,0,0.4512820512820513,0.5364583333333334,0.2,0.4,0.5142857142857142,0.4857142857142857,0.5,1.0
2025-06-08,Czech Republic,Austria,"Scott Page Field, Vinor",Austria,field,T20,2025,Austria,0,0,0.5185185185185185,0.6578947368421053,0.4,0.8,0.25,0.75,0.5555555555555556,0.7142857142857143
2025-06-08,Serbia,Slovenia,Lisicji Jarak Cricket Ground,Slovenia,field,T20,2025,Serbia,1,0,0.2962962962962963,0.09090909090909091,0.2,0.0,1.0,0.0,0.75,0.0
2025-06-08,Norway,Czech Republic,"Scott Page Field, Vinor",Norway,bat,T20,2025,Norway,1,1,0.4666666666666667,0.5,0.4,0.4,0.5,0.5,0.5,0.5
2025-06-09,Norway,Austria,"Scott Page Field, Vinor",Norway,bat,T20,2025,Norway,1,1,0.4838709677419355,0.6666666666666666,0.4,0.8,0.0,1.0,1.0,0.75
2025-06-09,Austria,Czech Republic,"Scott Page Field, Vinor",Austria,bat,T20,2025,Austria,1,1,0.65,0.4827586206896552,0.6,0.4,0.8,0.2,0.6666666666666666,0.45454545454545453
2025-06-10,England,West Indies,"The Rose Bowl, Southampton",West Indies,field,T20,2025,England,1,0,0.538860103626943,0.4489795918367347,0.6,0.0,0.5,0.5,0.25,0.5
2025-06-10,Norway,Austria,"Scott Page Field, Vinor",Norway,bat,T20,2025,Austria,0,1,0.5,0.6585365853658537,0.6,0.6,0.5,0.5,1.0,0.7
2025-06-10,Norway,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field,T20,2025,Norway,1,0,0.48484848484848486,0.4666666666666667,0.4,0.2,1.0,0.0,0.6666666666666666,0.4166666666666667
2025-06-11,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,T20,2025,Cambodia,0,0,0.46938775510204084,0.3333333333333333,0.2,0.2,0.5714285714285714,0.42857142857142855,0.5555555555555556,0.3333333333333333
2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,T20,2025,Cambodia,0,0,0.46,0.36363636363636365,0.2,0.4,0.5,0.5,0.5357142857142857,0.42857142857142855
2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,T20,2025,Cambodia,0,1,0.45098039215686275,0.391304347826087,0.2,0.6,0.4444444444444444,0.5555555555555556,0.5172413793103449,0.5
2025-06-12,Canada,Bahamas,"Maple Leaf North-East Ground, King City",Canada,bat,T20,2025,Canada,1,1,0.5483870967741935,0.4,0.8,0.2,1.0,0.0,0.5,0.5
2025-06-12,Bermuda,Cayman Islands,"Maple Leaf North-East Ground, King City",Bermuda,bat,T20,2025,Bermuda,1,1,0.6842105263157895,0.4074074074074074,0.4,0.2,1.0,0.0,0.5,0.5
2025-06-13,Bermuda,Bahamas,"Maple Leaf North-East Ground, King City",Bermuda,bat,T20,2025,Bermuda,1,1,0.6923076923076923,0.38095238095238093,0.6,0.0,1.0,0.0,1.0,0.0
2025-06-13,Canada,Cayman Islands,"Maple Leaf North-East Ground, King City",Canada,bat,T20,2025,Canada,1,1,0.5555555555555556,0.39285714285714285,0.8,0.2,1.0,0.0,1.0,0.0
2025-06-13,Denmark,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field,T20,2025,Denmark,1,0,0.4166666666666667,0.43478260869565216,0.6,0.6,0.8,0.2,0.5,0.5
2025-06-14,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025,Indonesia,0,0,0.4166666666666667,0.4423076923076923,0.8,0.0,0.6,0.4,0.5555555555555556,0.5
2025-06-14,Sweden,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field,T20,2025,Sweden,1,0,0.45,0.4166666666666667,0.6,0.4,0.4,0.6,0.5,0.0
2025-06-14,Denmark,Norway,Koge Cricket Club,Denmark,bat,T20,2025,Norway,0,1,0.43243243243243246,0.5,0.8,0.6,1.0,0.0,0.5,0.5
2025-06-14,Denmark,Sweden,Koge Cricket Club,Denmark,bat,T20,2025,Denmark,1,1,0.42105263157894735,0.47619047619047616,0.6,0.6,0.3333333333333333,0.6666666666666666,0.0,0.5
2025-06-14,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat,T20,2025,Finland,1,1,0.4,0.5142857142857142,0.4,0.8,0.0,1.0,0.0,0.5
2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,T20,2025,Cambodia,0,0,0.4528301886792453,0.4,0.2,0.8,0.45454545454545453,0.5454545454545454,0.5161290322580645,0.5
2025-06-15,West Indies,Ireland,"Bready Cricket Club, Magheramason, Bready",Ireland,field,T20,2025,West Indies,1,0,0.4467005076142132,0.46923076923076923,0.0,0.2,0.5,0.5,0.5,0.6666666666666666
2025-06-15,Cayman Islands,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,T20,2025,Cayman Islands,1,0,0.3793103448275862,0.36363636363636365,0.2,0.0,1.0,0.0,0.5,0.5
2025-06-15,Canada,Bermuda,"Maple Leaf North-West Ground, King City",Bermuda,field,T20,2025,Canada,1,0,0.5625,0.7,0.8,0.6,0.6666666666666666,0.3333333333333333,0.75,0.5
2025-06-15,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat,T20,2025,Finland,1,1,0.4230769230769231,0.5,0.4,0.6,0.2,0.8,0.3333333333333333,0.0
2025-06-15,Sweden,Norway,"Ishoj Cricket Club, Vejledalen",Sweden,bat,T20,2025,Norway,0,1,0.45454545454545453,0.4864864864864865,0.6,0.4,0.0,1.0,1.0,0.0
2025-06-15,Scotland,Netherlands,"Titwood, Glasgow",Netherlands,field,T20,2025,Scotland,1,0,0.5,0.5353535353535354,0.2,0.6,0.5384615384615384,0.46153846153846156,0.5,0.5
2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,T20,2025,Cambodia,0,1,0.4444444444444444,0.4230769230769231,0.2,0.8,0.4166666666666667,0.5833333333333334,0.5,0.5454545454545454
2025-06-16,Bahamas,Bermuda,"Maple Leaf North-West Ground, King City",Bahamas,bat,T20,2025,Bermuda,0,1,0.34782608695652173,0.6829268292682927,0.0,0.6,0.0,1.0,0.0,0.0
2025-06-16,Canada,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,T20,2025,Canada,1,0,0.5692307692307692,0.4,0.8,0.4,1.0,0.0,0.8,1.0
2025-06-16,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025,Indonesia,0,0,0.4444444444444444,0.43636363636363634,0.8,0.2,0.6153846153846154,0.38461538461538464,0.5833333333333334,0.48484848484848486
2025-06-17,Scotland,Nepal,"Titwood, Glasgow",Nepal,field,T20,2025,Nepal,0,0,0.5063291139240507,0.5909090909090909,0.2,0.8,0.5,0.5,1.0,0.5
2025-06-18,Bahamas,Canada,"Maple Leaf North-West Ground, King City",Canada,field,T20,2025,Canada,0,0,0.3333333333333333,0.5757575757575758,0.0,0.8,0.0,1.0,0.0,0.8333333333333334
2025-06-18,Cayman Islands,Bermuda,"Maple Leaf North-West Ground, King City",Bermuda,field,T20,2025,Bermuda,0,0,0.3870967741935484,0.6904761904761905,0.2,0.6,0.0,1.0,0.5,0.5
2025-06-18,Netherlands,Scotland,"Titwood, Glasgow",Scotland,field,T20,2025,Netherlands,1,0,0.53,0.5,0.6,0.2,0.42857142857142855,0.5714285714285714,0.0,0.5
2025-06-19,Bermuda,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,T20,2025,Bermuda,1,0,0.6976744186046512,0.32,0.8,0.0,1.0,0.0,0.6666666666666666,0.0
2025-06-19,Netherlands,Nepal,"Titwood, Glasgow",Nepal,field,T20,2025,Nepal,0,0,0.5346534653465347,0.5955056179775281,0.6,0.8,0.6,0.4,0.5,1.0
2025-06-19,Canada,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,T20,2025,Canada,1,0,0.582089552238806,0.375,1.0,0.2,1.0,0.0,0.8571428571428571,0.3333333333333333
2025-06-20,Scotland,Nepal,"Titwood, Glasgow",Scotland,bat,T20,2025,Scotland,1,1,0.49382716049382713,0.6,0.2,0.8,0.0,1.0,0.3333333333333333,1.0
2025-06-21,Bermuda,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,T20,2025,Cayman Islands,0,0,0.7045454545454546,0.36363636363636365,0.8,0.2,1.0,0.0,0.75,0.25
2025-06-21,Bahamas,Canada,"Maple Leaf North-West Ground, King City",Canada,field,T20,2025,Canada,0,0,0.3076923076923077,0.5882352941176471,0.0,1.0,0.0,1.0,0.0,0.875
2025-06-21,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Switzerland,bat,T20,2025,Switzerland,1,1,0.5909090909090909,0.36363636363636365,0.4,0.2,0.5,0.5,0.5,0.0
2025-06-21,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Luxembourg,field,T20,2025,Switzerland,1,0,0.6086956521739131,0.35294117647058826,0.4,0.2,0.6666666666666666,0.3333333333333333,1.0,0.0
2025-06-21,Hungary,Slovenia,"GB Oval, Szodliget",Hungary,bat,T20,2025,Hungary,1,1,0.4583333333333333,0.08333333333333333,0.6,0.0,0.5,0.5,1.0,0.5
2025-06-21,Hungary,Slovenia,"GB Oval, Szodliget",Hungary,bat,T20,2025,Hungary,1,1,0.48,0.07692307692307693,0.8,0.0,1.0,0.0,1.0,0.0
2025-06-22,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Switzerland,bat,T20,2025,Luxembourg,0,1,0.625,0.34285714285714286,0.6,0.0,0.75,0.25,1.0,0.0
