date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2025-09-15,Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Namibia,field,T20,2025/26,Zimbabwe,1,0,0.3959731543624161,0.6027397260273972,0.2,0.6,0.4615384615384615,0.5384615384615384,0.6153846153846154,0.6,1,0,0.41112313210779183,0.5888768678922082,False,0.5888768678922082,LOW,2025,0.20676657166498114
2025-09-15,United Arab Emirates,Oman,"Zayed Cricket Stadium, Abu Dhabi",Oman,field,T20,2025,United Arab Emirates,1,0,0.5648148148148148,0.4705882352941176,0.2,0.0,0.5,0.5,0.5,0.5,1,1,0.5960370020929544,0.4039629979070456,True,0.5960370020929544,LOW,2025,0.09422657952069718
2025-09-15,Hong Kong,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,field,T20,2025,Sri Lanka,0,0,0.4757281553398058,0.4507772020725388,0.4,0.6,0.5,0.5,0.3333333333333333,0.7142857142857143,0,0,0.4250631248617578,0.5749368751382422,True,0.5749368751382422,LOW,2025,0.024950953267266984
2025-09-16,Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field,T20,2025/26,Zimbabwe,0,0,0.5945945945945946,0.4,0.6,0.4,0.5,0.5,0.5,0.6428571428571429,0,1,0.5296755994997577,0.47032440050024227,False,0.5296755994997577,LOW,2025,0.1945945945945946
2025-09-17,Ireland,England,"The Village, Malahide, Dublin",England,field,T20,2025,England,0,0,0.465648854961832,0.5408163265306123,0.2,0.8,1.0,0.0,0.0,0.5,0,0,0.4730430347938519,0.5269569652061481,True,0.5269569652061481,LOW,2025,0.07516747156878029
2025-09-17,Pakistan,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,T20,2025,Pakistan,1,0,0.592,0.5688073394495413,0.8,0.2,1.0,0.0,0.53125,0.2307692307692307,1,1,0.7066477449142838,0.29335225508571616,True,0.7066477449142838,HIGH,2025,0.023192660550458655
2025-09-18,Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Namibia,bat,T20,2025/26,Namibia,1,1,0.5866666666666667,0.4039735099337748,0.6,0.6,0.4666666666666667,0.5333333333333333,0.4285714285714285,0.6666666666666666,1,0,0.47196256679026344,0.5280374332097366,False,0.5280374332097366,LOW,2025,0.18269315673289188
2025-09-19,India,Oman,"Zayed Cricket Stadium, Abu Dhabi",India,bat,T20,2025,India,1,1,0.691304347826087,0.4651162790697674,0.8,0.0,0.5,0.5,0.5,0.0,1,1,0.6782764759097436,0.3217235240902564,True,0.6782764759097436,MEDIUM,2025,0.22618806875631958
2025-09-20,Sri Lanka,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,Bangladesh,0,0,0.4536082474226804,0.398876404494382,0.8,0.6,0.6190476190476191,0.3809523809523809,0.75,0.5,0,1,0.5235119555417909,0.47648804445820914,False,0.5235119555417909,LOW,2025,0.05473184292829841
2025-09-21,Ireland,England,"The Village, Malahide, Dublin",England,field,T20,2025,England,0,0,0.4621212121212121,0.5431472081218274,0.2,0.8,0.5,0.5,0.0,1.0,0,0,0.3189759183771249,0.6810240816228751,True,0.6810240816228751,MEDIUM,2025,0.08102599600061527
2025-09-21,Pakistan,India,Dubai International Cricket Stadium,India,field,T20,2025,India,0,0,0.5936254980079682,0.6926406926406926,0.8,1.0,0.2307692307692307,0.7692307692307693,0.5454545454545454,0.6,0,0,0.3270091611017519,0.6729908388982482,True,0.6729908388982482,MEDIUM,2025,0.09901519463272446
2025-09-23,Sri Lanka,Pakistan,"Zayed Cricket Stadium, Abu Dhabi",Pakistan,field,T20,2025,Pakistan,0,0,0.4512820512820513,0.5912698412698413,0.6,0.6,0.4347826086956521,0.5652173913043478,1.0,1.0,0,0,0.4429219985980591,0.557078001401941,True,0.557078001401941,LOW,2025,0.13998778998779
2025-09-24,India,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,India,1,0,0.6939655172413793,0.4022346368715084,1.0,0.8,0.9411764705882352,0.0588235294117647,0.6363636363636364,0.6,1,1,0.6099704401812697,0.39002955981873033,True,0.6099704401812697,MEDIUM,2025,0.29173088036987094
2025-09-25,Pakistan,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,Pakistan,1,0,0.5928853754940712,0.4,0.6,0.6,0.8,0.2,0.5294117647058824,0.5,1,1,0.575687937782174,0.424312062217826,True,0.575687937782174,LOW,2025,0.19288537549407114
2025-09-26,Botswana,Tanzania,"Takashinga Sports Club, Highfield, Harare",Botswana,bat,T20,2025/26,Tanzania,0,1,0.35,0.5806451612903226,0.2,0.6,0.0,1.0,0.5,0.5,0,0,0.29504702715782716,0.7049529728421728,True,0.7049529728421728,HIGH,2025,0.23064516129032264
2025-09-26,Uganda,Zimbabwe,Harare Sports Club,Uganda,bat,T20,2025/26,Zimbabwe,0,1,0.8041237113402062,0.4013157894736842,1.0,0.6,1.0,0.0,0.5,0.25,0,1,0.6994601640881435,0.3005398359118565,False,0.6994601640881435,MEDIUM,2025,0.40280792186652203
2025-09-26,Malawi,Nigeria,"Takashinga Sports Club, Highfield, Harare",Nigeria,field,T20,2025/26,Nigeria,0,0,0.3870967741935484,0.4729729729729729,0.4,0.0,0.5,0.5,0.5,0.5,0,1,0.5578233818373621,0.44217661816263787,False,0.5578233818373621,LOW,2025,0.08587619877942454
2025-09-26,Namibia,Kenya,Harare Sports Club,Kenya,field,T20,2025/26,Namibia,1,0,0.5921052631578947,0.5402298850574713,0.6,0.4,1.0,0.0,0.5,0.5,1,1,0.6481540508840691,0.3518459491159309,True,0.6481540508840691,MEDIUM,2025,0.05187537810042342
2025-09-27,Nepal,West Indies,Sharjah Cricket Stadium,West Indies,field,T20,2025,Nepal,1,0,0.5934065934065934,0.4368932038834951,0.6,0.2,0.5,0.5,0.5,1.0,1,1,0.5436357788856683,0.4563642211143317,True,0.5436357788856683,LOW,2025,0.1565133895230983
2025-09-28,Tanzania,Uganda,"Takashinga Sports Club, Highfield, Harare",Uganda,field,T20,2025/26,Tanzania,1,0,0.5873015873015873,0.7959183673469388,0.8,0.8,0.1428571428571428,0.8571428571428571,1.0,0.5,1,0,0.3830886039775186,0.6169113960224815,False,0.6169113960224815,MEDIUM,2025,0.20861678004535145
2025-09-28,Malawi,Kenya,"Takashinga Sports Club, Highfield, Harare",Malawi,bat,T20,2025/26,Malawi,1,1,0.375,0.5340909090909091,0.4,0.2,0.0,1.0,0.0,0.5,1,0,0.3386814171202664,0.6613185828797337,False,0.6613185828797337,MEDIUM,2025,0.15909090909090906
2025-09-28,Zimbabwe,Botswana,Harare Sports Club,Botswana,field,T20,2025/26,Zimbabwe,1,0,0.4052287581699346,0.3414634146341463,0.6,0.0,0.5,0.5,0.2653061224489796,0.5,1,1,0.5573528731984209,0.44264712680157914,True,0.5573528731984209,LOW,2025,0.06376534353578828
2025-09-28,Namibia,Nigeria,Harare Sports Club,Nigeria,field,T20,2025/26,Namibia,1,0,0.5974025974025974,0.48,0.6,0.2,0.5,0.5,1.0,0.5,1,1,0.6229842663591971,0.3770157336408029,True,0.6229842663591971,MEDIUM,2025,0.1174025974025974
2025-09-28,Pakistan,India,Dubai International Cricket Stadium,India,field,T20,2025,India,0,0,0.594488188976378,0.6952789699570815,0.6,1.0,0.2142857142857142,0.7857142857142857,0.5428571428571428,0.6666666666666666,0,0,0.3138032836127711,0.6861967163872289,True,0.6861967163872289,MEDIUM,2025,0.10079078098070349
2025-09-29,Nepal,West Indies,Sharjah Cricket Stadium,Nepal,bat,T20,2025,Nepal,1,1,0.5978260869565217,0.4347826086956521,0.6,0.2,1.0,0.0,1.0,0.5,1,1,0.7401951354693423,0.25980486453065765,True,0.7401951354693423,HIGH,2025,0.16304347826086962
2025-09-29,Kuwait,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2025/26,Oman,0,0,0.6229508196721312,0.4597701149425287,0.6,0.0,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.45,0,1,0.6125173989154189,0.3874826010845811,False,0.6125173989154189,MEDIUM,2025,0.1631807047296025
2025-09-30,Malawi,Namibia,Harare Sports Club,Malawi,bat,T20,2025/26,Namibia,0,1,0.3939393939393939,0.6025641025641025,0.4,0.6,0.5,0.5,0.5,1.0,0,0,0.3925456156321674,0.6074543843678326,True,0.6074543843678326,MEDIUM,2025,0.2086247086247086
2025-09-30,Nepal,West Indies,Sharjah Cricket Stadium,West Indies,field,T20,2025,West Indies,0,0,0.6021505376344086,0.4326923076923077,0.8,0.2,1.0,0.0,1.0,0.3333333333333333,0,1,0.7512223052789496,0.24877769472105038,False,0.7512223052789496,HIGH,2025,0.1694582299421009
2025-09-30,Nigeria,Kenya,"Takashinga Sports Club, Highfield, Harare",Nigeria,bat,T20,2025/26,Kenya,0,1,0.4736842105263157,0.5280898876404494,0.2,0.2,0.2307692307692307,0.7692307692307693,1.0,0.0,0,1,0.5467790063158515,0.4532209936841485,False,0.5467790063158515,LOW,2025,0.05440567711413369
2025-09-30,Zimbabwe,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Zimbabwe,1,0,0.4090909090909091,0.59375,0.8,0.8,1.0,0.0,0.28,0.5,1,1,0.500450554647257,0.49954944535274304,True,0.500450554647257,LOW,2025,0.18465909090909088
2025-09-30,Botswana,Uganda,"Takashinga Sports Club, Highfield, Harare",Uganda,field,T20,2025/26,Uganda,0,0,0.3333333333333333,0.7878787878787878,0.0,0.6,0.0,1.0,0.0,0.0,0,0,0.25407492223402695,0.745925077765973,True,0.745925077765973,HIGH,2025,0.45454545454545453
2025-10-01,New Zealand,Australia,"Bay Oval, Mount Maunganui",Australia,field,T20,2025/26,Australia,0,0,0.5648148148148148,0.5841584158415841,1.0,0.8,0.2777777777777778,0.7222222222222222,0.8,0.5,0,0,0.4165890175661955,0.5834109824338045,True,0.5834109824338045,LOW,2025,0.019343601026769353
2025-10-02,Namibia,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Namibia,1,0,0.6075949367088608,0.5846153846153846,0.8,0.8,1.0,0.0,1.0,0.0,1,1,0.653876573719861,0.34612342628013903,True,0.653876573719861,MEDIUM,2025,0.02297955209347613
2025-10-02,Nigeria,Botswana,"Takashinga Sports Club, Highfield, Harare",Nigeria,bat,T20,2025/26,Nigeria,1,1,0.4675324675324675,0.3255813953488372,0.2,0.0,0.8,0.2,0.5,0.0,1,1,0.6911264860557285,0.30887351394427154,True,0.6911264860557285,MEDIUM,2025,0.14195107218363034
2025-10-02,Kenya,Zimbabwe,Harare Sports Club,Kenya,bat,T20,2025/26,Zimbabwe,0,1,0.5333333333333333,0.4129032258064516,0.4,0.8,0.0,1.0,0.0,0.2941176470588235,0,0,0.286535167775103,0.713464832224897,True,0.713464832224897,HIGH,2025,0.12043010752688171
2025-10-02,Uganda,Malawi,"Takashinga Sports Club, Highfield, Harare",Uganda,bat,T20,2025/26,Uganda,1,1,0.79,0.3823529411764705,0.6,0.4,1.0,0.0,0.5,0.5,1,1,0.7087966226188211,0.29120337738117885,True,0.7087966226188211,HIGH,2025,0.40764705882352953
2025-10-04,Malawi,Botswana,"Takashinga Sports Club, Highfield, Harare",Malawi,bat,T20,2025/26,Malawi,1,1,0.3714285714285714,0.3181818181818182,0.2,0.0,0.5,0.5,0.3333333333333333,0.0,1,1,0.5834442673246768,0.4165557326753232,True,0.5834442673246768,LOW,2025,0.05324675324675321
2025-10-04,Uganda,Nigeria,"Takashinga Sports Club, Highfield, Harare",Uganda,bat,T20,2025/26,Uganda,1,1,0.7920792079207921,0.4743589743589743,0.6,0.4,1.0,0.0,0.6666666666666666,0.6666666666666666,1,1,0.7065349739099219,0.2934650260900781,True,0.7065349739099219,HIGH,2025,0.31772023356181783
2025-10-04,Kenya,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Kenya,1,0,0.5274725274725275,0.5757575757575758,0.4,0.6,0.5,0.5,0.0,0.0,1,0,0.44048134242668296,0.5595186575733171,False,0.5595186575733171,LOW,2025,0.048285048285048315
2025-10-04,New Zealand,Australia,"Bay Oval, Mount Maunganui",Australia,field,T20,2025/26,Australia,0,0,0.5622119815668203,0.5862068965517241,0.8,0.8,0.2631578947368421,0.7368421052631579,0.6666666666666666,1.0,0,0,0.3612175311246262,0.6387824688753738,True,0.6387824688753738,MEDIUM,2025,0.023994914984903803
2025-10-04,Namibia,Zimbabwe,Harare Sports Club,Zimbabwe,field,T20,2025/26,Zimbabwe,0,0,0.6125,0.4166666666666667,1.0,0.8,0.5,0.5,1.0,0.3076923076923077,0,1,0.5341480935417645,0.4658519064582355,False,0.5341480935417645,LOW,2025,0.19583333333333336
2025-10-08,Qatar,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,bat,T20,2025/26,United Arab Emirates,0,1,0.5,0.5636363636363636,0.4,0.2,0.0,1.0,0.3333333333333333,0.7333333333333333,0,0,0.3818845864215352,0.6181154135784648,True,0.6181154135784648,MEDIUM,2025,0.0636363636363636
2025-10-08,Nepal,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,field,T20,2025/26,Nepal,1,0,0.5957446808510638,0.6129032258064516,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.7,1,1,0.5092103495638767,0.4907896504361233,True,0.5092103495638767,LOW,2025,0.017158544955387822
2025-10-08,Samoa,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,field,T20,2025/26,Oman,0,0,0.2352941176470588,0.4659090909090909,0.0,0.2,0.5,0.5,0.5,0.6,0,0,0.45910962348311907,0.5408903765168809,True,0.5408903765168809,LOW,2025,0.2306149732620321
2025-10-09,Malaysia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Qatar,0,0,0.5789473684210527,0.4888888888888889,1.0,0.4,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0,1,0.5079698180499381,0.4920301819500619,False,0.5079698180499381,LOW,2025,0.09005847953216378
2025-10-09,Kuwait,Japan,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Japan,field,T20,2025/26,Japan,0,0,0.6031746031746031,0.7,0.4,0.8,0.5,0.5,0.6363636363636364,0.5,0,0,0.4363029069485253,0.5636970930514746,True,0.5636970930514746,LOW,2025,0.09682539682539681
2025-10-09,Papua New Guinea,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,bat,T20,2025/26,Samoa,0,1,0.5272727272727272,0.2222222222222222,0.2,0.0,0.5,0.5,0.1666666666666666,0.5,0,1,0.58127677418491,0.41872322581509,False,0.58127677418491,LOW,2025,0.305050505050505
2025-10-10,Oman,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,field,T20,2025/26,Oman,1,0,0.4719101123595505,0.5178571428571429,0.4,0.2,0.75,0.25,0.4634146341463415,0.1428571428571428,1,1,0.6152491615711003,0.3847508384288997,True,0.6152491615711003,MEDIUM,2025,0.04594703049759241
2025-10-10,Malaysia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,field,T20,2025/26,United Arab Emirates,0,0,0.5729166666666666,0.5675675675675675,0.8,0.4,0.5,0.5,0.3333333333333333,0.8,0,0,0.4864710497750066,0.5135289502249933,True,0.5135289502249933,LOW,2025,0.005349099099099086
2025-10-10,Japan,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,field,T20,2025/26,Nepal,0,0,0.7073170731707317,0.6,0.8,0.6,0.5,0.5,1.0,0.5625,0,1,0.5589897233047363,0.4410102766952637,False,0.5589897233047363,LOW,2025,0.10731707317073169
2025-10-11,South Africa,Namibia,"Namibia Cricket Ground, Windhoek",South Africa,bat,T20,2025/26,Namibia,0,1,0.5477386934673367,0.6049382716049383,0.4,0.8,0.5,0.5,0.5,1.0,0,0,0.389256812840573,0.610743187159427,True,0.610743187159427,MEDIUM,2025,0.05719957813760157
2025-10-12,Japan,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,Japan,1,0,0.6904761904761905,0.2631578947368421,0.6,0.2,0.5,0.5,0.5,1.0,1,1,0.5843336178691937,0.4156663821308063,True,0.5843336178691937,LOW,2025,0.4273182957393484
2025-10-12,Nepal,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2025/26,Nepal,1,1,0.6041666666666666,0.5714285714285714,0.8,0.6,0.5,0.5,0.5882352941176471,0.75,1,0,0.485401124427847,0.514598875572153,False,0.514598875572153,LOW,2025,0.03273809523809523
2025-10-12,Oman,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Oman,1,0,0.4777777777777778,0.5,0.6,0.6,1.0,0.0,0.6666666666666666,0.5,1,1,0.600994476469179,0.39900552353082097,True,0.600994476469179,MEDIUM,2025,0.0222222222222222
2025-10-13,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,bat,T20,2025/26,Oman,0,1,0.5663716814159292,0.4835164835164835,0.6,0.8,0.5555555555555556,0.4444444444444444,0.7058823529411765,0.4761904761904761,0,0,0.480772748718205,0.519227251281795,True,0.519227251281795,LOW,2025,0.08285519789944568
2025-10-13,Nepal,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,field,T20,2025/26,Nepal,1,0,0.6082474226804123,0.4893617021276595,0.8,0.6,0.6666666666666666,0.3333333333333333,0.6111111111111112,0.25,1,1,0.5685621701456615,0.43143782985433854,True,0.5685621701456615,LOW,2025,0.11888572055275282
2025-10-15,United Arab Emirates,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,United Arab Emirates,1,0,0.5614035087719298,0.25,0.4,0.2,0.5,0.5,0.6666666666666666,0.5,1,1,0.5973284585736016,0.4026715414263984,True,0.5973284585736016,LOW,2025,0.3114035087719298
2025-10-15,Japan,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Qatar,0,0,0.6976744186046512,0.4791666666666667,0.8,0.4,0.5,0.5,0.5,0.4,0,1,0.5703730744841677,0.42962692551583226,False,0.5703730744841677,LOW,2025,0.2185077519379845
2025-10-15,Nepal,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2025/26,Nepal,1,1,0.6122448979591837,0.4891304347826087,0.8,1.0,0.7142857142857143,0.2857142857142857,0.631578947368421,0.4883720930232558,1,0,0.48783436802562347,0.5121656319743766,False,0.5121656319743766,LOW,2025,0.12311446317657498
2025-10-16,Samoa,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,field,T20,2025/26,Qatar,0,0,0.238095238095238,0.4897959183673469,0.2,0.4,0.5,0.5,0.3333333333333333,0.2,0,0,0.4320020779859209,0.5679979220140792,True,0.5679979220140792,LOW,2025,0.2517006802721089
2025-10-16,Japan,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,T20,2025/26,United Arab Emirates,0,0,0.6818181818181818,0.5652173913043478,0.6,0.6,0.5,0.5,0.6666666666666666,0.6842105263157895,0,1,0.5078019425275075,0.49219805747249246,False,0.5078019425275075,LOW,2025,0.11660079051383399
2025-10-17,Japan,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,field,T20,2025/26,Oman,0,0,0.6666666666666666,0.4838709677419355,0.4,0.8,0.5,0.5,0.0,0.7142857142857143,0,0,0.39511346606106235,0.6048865339389377,True,0.6048865339389377,MEDIUM,2025,0.18279569892473113
2025-10-17,Nepal,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,Nepal,1,0,0.6161616161616161,0.2272727272727272,1.0,0.2,0.5,0.5,0.65,0.25,1,1,0.6441453274649959,0.35585467253500414,True,0.6441453274649959,MEDIUM,2025,0.38888888888888895
2025-10-18,Romania,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025/26,Austria,0,0,0.64,0.7272727272727273,0.6,0.8,0.6666666666666666,0.3333333333333333,0.6842105263157895,0.6666666666666666,0,0,0.4848052569820949,0.5151947430179051,True,0.5151947430179051,LOW,2025,0.08727272727272728
2025-10-18,Austria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,bat,T20,2025/26,Romania,0,1,0.7407407407407407,0.6326530612244898,1.0,0.6,0.5,0.5,1.0,0.6666666666666666,0,1,0.5674267946046065,0.43257320539539346,False,0.5674267946046065,LOW,2025,0.10808767951625087
2025-10-19,Romania,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025/26,Austria,0,0,0.6153846153846154,0.7368421052631579,0.4,0.8,0.4,0.6,0.6190476190476191,0.8,0,0,0.38965416425162375,0.6103458357483762,True,0.6103458357483762,MEDIUM,2025,0.12145748987854244
2025-10-19,Austria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2025/26,Austria,1,0,0.7321428571428571,0.6274509803921569,0.8,0.6,0.5,0.5,0.75,0.65,1,1,0.5314430408247827,0.46855695917521734,True,0.5314430408247827,LOW,2025,0.10469187675070024
2025-10-20,England,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2025/26,England,1,0,0.5454545454545454,0.5596330275229358,0.8,0.6,0.6,0.4,0.5,0.625,1,0,0.4924455922040254,0.5075544077959746,False,0.5075544077959746,LOW,2025,0.014178482068390341
2025-10-27,West Indies,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",West Indies,bat,T20,2025/26,West Indies,1,1,0.4354066985645933,0.3977900552486187,0.4,0.4,0.5294117647058824,0.4705882352941176,0.5,0.5,1,1,0.5048944335151394,0.4951055664848606,True,0.5048944335151394,LOW,2025,0.037616643315974585
2025-10-28,South Africa,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2025/26,South Africa,1,0,0.545,0.592156862745098,0.4,0.6,0.4782608695652174,0.5217391304347826,0.5,0.6666666666666666,1,0,0.4433110003155028,0.5566889996844973,False,0.5566889996844973,LOW,2025,0.047156862745098005
2025-10-29,West Indies,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",West Indies,bat,T20,2025/26,West Indies,1,1,0.4380952380952381,0.3956043956043956,0.4,0.2,0.5555555555555556,0.4444444444444444,1.0,0.0,1,1,0.6361114585981784,0.3638885414018216,True,0.6361114585981784,MEDIUM,2025,0.042490842490842506
2025-10-31,Cyprus,Serbia,Happy Valley Ground,Cyprus,bat,T20,2025/26,Cyprus,1,1,0.52,0.3214285714285714,1.0,0.4,0.0,1.0,0.4545454545454545,0.5,1,0,0.4133568470834861,0.5866431529165139,False,0.5866431529165139,LOW,2025,0.19857142857142862
2025-10-31,Cyprus,Serbia,Happy Valley Ground 2,Cyprus,bat,T20,2025/26,Cyprus,1,1,0.5384615384615384,0.3103448275862069,1.0,0.4,0.5,0.5,0.5,0.5,1,1,0.5501698728342352,0.44983012716576476,True,0.5501698728342352,LOW,2025,0.22811671087533153
2025-10-31,India,Australia,Melbourne Cricket Ground,Australia,field,T20,2025/26,Australia,0,0,0.6965811965811965,0.5882352941176471,1.0,0.8,0.6451612903225806,0.3548387096774194,0.8,0.6428571428571429,0,1,0.5327124669877222,0.46728753301227777,False,0.5327124669877222,LOW,2025,0.10834590246354947
2025-10-31,South Africa,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,T20,2025/26,Pakistan,0,0,0.5472636815920398,0.58984375,0.4,0.4,0.5,0.5,0.5,0.5833333333333334,0,0,0.49729213325473065,0.5027078667452693,True,0.5027078667452693,LOW,2025,0.04258006840796025
2025-10-31,Bangladesh,West Indies,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,bat,T20,2025/26,West Indies,0,1,0.3934426229508196,0.4407582938388625,0.2,0.6,0.4210526315789473,0.5789473684210527,0.0,1.0,0,0,0.33552489296933485,0.6644751070306651,True,0.6644751070306651,MEDIUM,2025,0.04731567088804289
