date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2026-07-11,England,India,"The Rose Bowl, Southampton",India,field,T20,2026,England,1,0,0.568075117370892,0.6923076923076923,0.8,0.0,0.4545454545454545,0.5454545454545454,0.4,1.0,1,1,0.5391183449708812,0.4608816550291188,True,0.5391183449708812,LOW,2026,0.12423257493680029
2026-07-12,Serbia,Gibraltar,Koge Cricket Club,Gibraltar,field,T20,2026,Gibraltar,0,0,0.25,0.2777777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.3875252874579438,0.6124747125420562,True,0.6124747125420562,MEDIUM,2026,0.02777777777777779
2026-07-12,Hungary,Turkey,"Svanholm Park, Brondby",Hungary,bat,T20,2026,Hungary,1,1,0.4090909090909091,0.1176470588235294,0.2,0.2,0.5,0.5,0.5,0.5,1,1,0.55368450194131,0.44631549805869,True,0.55368450194131,LOW,2026,0.29144385026737973
2026-07-12,Belgium,Romania,Koge Cricket Club,Romania,field,T20,2026,Romania,0,0,0.6428571428571429,0.625,1.0,0.8,1.0,0.0,1.0,1.0,0,1,0.6007247615159471,0.3992752384840529,False,0.6007247615159471,MEDIUM,2026,0.017857142857142905
2026-07-12,Denmark,Norway,"Svanholm Park, Brondby",Norway,field,T20,2026,Denmark,1,0,0.4888888888888889,0.5,1.0,0.6,0.6666666666666666,0.3333333333333333,0.625,0.0,1,1,0.5619439344719768,0.43805606552802323,True,0.5619439344719768,LOW,2026,0.011111111111111127
2026-07-13,Turkey,Estonia,"Svanholm Park, Brondby",Turkey,bat,T20,2026,Estonia,0,1,0.1111111111111111,0.34375,0.2,0.0,0.5,0.5,0.0,0.0,0,0,0.4818217815417338,0.5181782184582662,True,0.5181782184582662,LOW,2026,0.2326388888888889
2026-07-13,Denmark,Hungary,"Svanholm Park, Brondby",Denmark,bat,T20,2026,Denmark,1,1,0.5,0.4222222222222222,1.0,0.4,0.5,0.5,0.6470588235294118,1.0,1,1,0.5107199296615363,0.48928007033846366,True,0.5107199296615363,LOW,2026,0.07777777777777778
2026-07-14,Denmark,Romania,"Svanholm Park, Brondby",Romania,field,T20,2026,Denmark,1,0,0.5106382978723404,0.6307692307692307,1.0,0.8,0.5,0.5,0.6666666666666666,1.0,1,0,0.4076780820337562,0.5923219179662438,False,0.5923219179662438,LOW,2026,0.12013093289689036
2026-07-14,Hungary,Belgium,"Svanholm Park, Brondby",Hungary,bat,T20,2026,Belgium,0,1,0.4130434782608695,0.627906976744186,0.4,0.8,0.0,1.0,0.5,1.0,0,0,0.24864729860617302,0.751352701393827,True,0.751352701393827,HIGH,2026,0.21486349848331654
2026-07-14,Norway,Gibraltar,Koge Cricket Club,Norway,bat,T20,2026,Norway,1,1,0.4909090909090909,0.2909090909090909,0.4,0.2,1.0,0.0,1.0,0.5,1,1,0.7250596676727745,0.2749403323272255,True,0.7250596676727745,HIGH,2026,0.2
2026-07-14,Serbia,Estonia,Koge Cricket Club,Serbia,bat,T20,2026,Estonia,0,1,0.2432432432432432,0.3636363636363636,0.0,0.2,0.5,0.5,0.0,0.0,0,0,0.4651097340587575,0.5348902659412424,True,0.5348902659412424,LOW,2026,0.12039312039312039
2026-07-15,Zimbabwe,Bangladesh,"Queens Sports Club, Bulawayo",Bangladesh,field,T20,2026,Zimbabwe,1,0,0.4191616766467065,0.390625,0.4,0.2,0.3333333333333333,0.6666666666666666,0.625,0.5,1,1,0.5021959308221192,0.4978040691778808,True,0.5021959308221192,LOW,2026,0.028536676646706505
2026-07-17,Bangladesh,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field,T20,2026,Bangladesh,1,0,0.38860103626943,0.4226190476190476,0.0,0.4,0.64,0.36,0.0,0.6470588235294118,1,0,0.44168148133384344,0.5583185186661566,False,0.5583185186661566,LOW,2026,0.03401801134961763
2026-07-19,Zimbabwe,Bangladesh,"Queens Sports Club, Bulawayo",Zimbabwe,bat,T20,2026,Bangladesh,0,1,0.4201183431952662,0.3917525773195876,0.2,0.2,0.3461538461538461,0.6538461538461539,0.6111111111111112,0.5,0,1,0.5022867186843404,0.4977132813156596,False,0.5022867186843404,LOW,2026,0.028365765875678572
2026-07-23,Zimbabwe,India,Harare Sports Club,India,field,T20,2026,India,0,0,0.4176470588235294,0.6896551724137931,0.2,0.0,0.2142857142857142,0.7857142857142857,0.320754716981132,0.75,0,0,0.4310810882137711,0.5689189117862289,True,0.5689189117862289,LOW,2026,0.2720081135902637
2026-07-25,France,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,T20,2026,Romania,0,1,0.4772727272727273,0.6212121212121212,0.6,0.8,1.0,0.0,0.0,0.6129032258064516,0,0,0.4769939541861002,0.5230060458138999,True,0.5230060458138999,LOW,2026,0.14393939393939392
2026-07-25,Austria,Turkey,"Moara Vlasiei Cricket Ground, Ilfov County",Turkey,field,T20,2026,Austria,1,0,0.6842105263157895,0.1052631578947368,0.8,0.2,0.5,0.5,0.8333333333333334,0.5,1,1,0.666349384152392,0.333650615847608,True,0.666349384152392,MEDIUM,2026,0.5789473684210527
2026-07-25,India,Zimbabwe,Harare Sports Club,Zimbabwe,field,T20,2026,India,1,0,0.6908396946564885,0.4152046783625731,0.2,0.2,0.8,0.2,0.7692307692307693,0.3148148148148148,1,1,0.6974980812996999,0.3025019187003001,True,0.6974980812996999,MEDIUM,2026,0.27563501629391546
2026-07-26,Turkey,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Turkey,bat,T20,2026,Romania,0,1,0.1,0.6268656716417911,0.0,0.8,0.0,1.0,0.0,0.625,0,0,0.17172139300478706,0.8282786069952129,True,0.8282786069952129,HIGH,2026,0.5268656716417911
2026-07-26,India,Zimbabwe,Harare Sports Club,India,bat,T20,2026,India,1,1,0.6920152091254753,0.4127906976744186,0.4,0.2,0.8125,0.1875,0.7857142857142857,0.3090909090909091,1,1,0.7109393112168495,0.2890606887831505,True,0.7109393112168495,HIGH,2026,0.2792245114510567
2026-07-26,Romania,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2026,Austria,0,0,0.6323529411764706,0.6883116883116883,0.8,1.0,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.8571428571428571,0,0,0.35224904923132855,0.6477509507686714,True,0.6477509507686714,MEDIUM,2026,0.05595874713521776
2026-07-27,France,Turkey,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,T20,2026,France,1,1,0.4666666666666667,0.0952380952380952,0.4,0.0,1.0,0.0,0.0,0.0,1,1,0.7146966801526672,0.2853033198473328,True,0.7146966801526672,HIGH,2026,0.37142857142857144
2026-07-27,Israel,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2026,Romania,0,0,0.375,0.6231884057971014,0.4,0.6,0.0,1.0,0.5,0.6176470588235294,0,0,0.29182485397207525,0.7081751460279248,True,0.7081751460279248,HIGH,2026,0.24818840579710144
2026-07-28,Israel,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Israel,bat,T20,2026,Austria,0,1,0.3,0.6835443037974683,0.4,0.8,0.0,1.0,0.0,0.7777777777777778,0,0,0.20017504424406454,0.7998249557559355,True,0.7998249557559355,HIGH,2026,0.38354430379746834
2026-07-28,Turkey,Israel,"Moara Vlasiei Cricket Ground, Ilfov County",Israel,field,T20,2026,Turkey,1,0,0.0909090909090909,0.3333333333333333,0.0,0.4,0.5,0.5,0.0,0.0,1,0,0.3850185966316538,0.6149814033683463,False,0.6149814033683463,MEDIUM,2026,0.24242424242424243
2026-07-28,France,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,T20,2026,France,1,1,0.4782608695652174,0.6923076923076923,0.4,1.0,0.0,1.0,0.2,0.875,1,0,0.2105423147573149,0.7894576852426851,False,0.7894576852426851,HIGH,2026,0.21404682274247488
2026-07-29,Turkey,France,"Moara Vlasiei Cricket Ground, Ilfov County",Turkey,bat,T20,2026,France,0,1,0.1304347826086956,0.4893617021276595,0.2,0.6,0.0,1.0,0.25,0.3333333333333333,0,0,0.24697027984903142,0.7530297201509686,True,0.7530297201509686,HIGH,2026,0.35892691951896394
2026-07-29,Israel,France,"Moara Vlasiei Cricket Ground, Ilfov County",Israel,bat,T20,2026,France,0,1,0.2727272727272727,0.5,0.2,0.6,0.5,0.5,0.0,0.4285714285714285,0,0,0.3560577831512349,0.6439422168487652,True,0.6439422168487652,MEDIUM,2026,0.2272727272727273
2026-07-30,Austria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2026,Romania,0,0,0.6875,0.6285714285714286,0.8,0.6,0.7142857142857143,0.2857142857142857,0.8,0.6285714285714286,0,1,0.5805390155322636,0.4194609844677364,False,0.5805390155322636,LOW,2026,0.05892857142857144
2026-07-30,France,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,T20,2026,France,1,1,0.5102040816326531,0.6338028169014085,0.8,0.8,0.5,0.5,0.5,0.6388888888888888,1,0,0.4128099152888995,0.5871900847111005,False,0.5871900847111005,LOW,2026,0.12359873526875542
2026-07-31,Bahrain,Kenya,"Gymkhana Club Ground, Nairobi",Bahrain,bat,T20,2026,Bahrain,1,1,0.6203703703703703,0.5510204081632653,0.6,0.8,0.5,0.5,0.5,0.5,1,0,0.45132541007288723,0.5486745899271128,False,0.5486745899271128,LOW,2026,0.0693499622071051
2026-08-01,Bahrain,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,field,T20,2026,Kenya,0,0,0.6238532110091743,0.5454545454545454,0.6,0.8,1.0,0.0,1.0,0.4705882352941176,0,1,0.6260092773761049,0.3739907226238951,False,0.6260092773761049,MEDIUM,2026,0.07839866555462893
2026-08-06,Mexico,Panama,"Los Pinos Polo Club 1, Cundinamarca",Panama,field,T20,2026,Panama,0,0,0.4285714285714285,0.36,0.6,0.8,0.0,1.0,0.5,0.5,0,0,0.3009464346003474,0.6990535653996526,True,0.6990535653996526,MEDIUM,2026,0.0685714285714285
2026-08-07,Panama,Brazil,"Los Pinos Polo Club 1, Cundinamarca",Brazil,field,T20,2026,Brazil,0,0,0.3846153846153846,0.3157894736842105,0.8,0.2,0.5,0.5,1.0,0.5,0,1,0.5925300408287707,0.4074699591712293,False,0.5925300408287707,LOW,2026,0.06882591093117407
2026-08-08,Peru,Panama,"Los Pinos Polo Club 2, Cundinamarca",Panama,field,T20,2026,Panama,0,0,0.5,0.3703703703703703,0.5,0.6,0.5,0.5,0.5,0.5,0,0,0.47306921225071946,0.5269307877492806,True,0.5269307877492806,LOW,2026,0.1296296296296297
2026-08-08,Brazil,Mexico,"Los Pinos Polo Club 1, Cundinamarca",Mexico,field,T20,2026,Brazil,1,0,0.35,0.4137931034482758,0.2,0.6,0.5,0.5,1.0,0.0,1,1,0.5066009959996782,0.4933990040003218,True,0.5066009959996782,LOW,2026,0.06379310344827582
2026-08-08,Mexico,Peru,"Los Pinos Polo Club 1, Cundinamarca",Mexico,bat,T20,2026,Mexico,1,1,0.4,0.0,0.4,0.0,0.5,0.5,0.0,0.5,1,1,0.5600714009296206,0.4399285990703794,True,0.5600714009296206,LOW,2026,0.4
2026-08-09,Brazil,Panama,"Los Pinos Polo Club 1, Cundinamarca",Panama,field,T20,2026,Brazil,1,0,0.3809523809523809,0.3928571428571428,0.4,0.6,0.6666666666666666,0.3333333333333333,1.0,0.5,1,1,0.5310148699770136,0.46898513002298636,True,0.5310148699770136,LOW,2026,0.011904761904761918
2026-08-11,Malawi,Zambia,"TCA Oval, Blantyre",Zambia,field,T20,2026,Malawi,1,0,0.4,0.4,0.6,0.6,0.5,0.5,0.125,0.5,1,0,0.41066043074952596,0.589339569250474,False,0.589339569250474,LOW,2026,0.0
2026-08-11,Zambia,Rwanda,"TCA Oval, Blantyre",Rwanda,field,T20,2026,Rwanda,0,0,0.3636363636363636,0.3636363636363636,0.4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0,0,0.24912359125839872,0.7508764087416013,True,0.7508764087416013,HIGH,2026,0.0
2026-08-11,Germany,Finland,Kerava National Cricket Ground,Germany,bat,T20,2026,Germany,1,1,0.578125,0.4871794871794871,0.4,0.4,0.5,0.5,0.5,0.3333333333333333,1,1,0.5362172657941525,0.4637827342058475,True,0.5362172657941525,LOW,2026,0.09094551282051289
2026-08-12,Zambia,Rwanda,"TCA Oval, Blantyre",Zambia,bat,T20,2026,Zambia,1,1,0.3333333333333333,0.37,0.2,1.0,0.25,0.75,0.0,1.0,1,0,0.2263464580455799,0.7736535419544202,False,0.7736535419544202,HIGH,2026,0.03666666666666668
2026-08-12,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,field,T20,2026,Rwanda,0,0,0.4146341463414634,0.3663366336633663,0.6,0.8,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.8,0,0,0.35412351064182074,0.6458764893581792,True,0.6458764893581792,MEDIUM,2026,0.04829751267809712
2026-08-14,Portugal,Israel,Tikkurila Cricket Ground,Israel,field,T20,2026,Portugal,1,0,0.75,0.25,1.0,0.2,0.0,1.0,0.5,0.5,1,1,0.520291726668345,0.479708273331655,True,0.520291726668345,LOW,2026,0.5
2026-08-14,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,field,T20,2026,Malawi,1,0,0.4047619047619047,0.3725490196078431,0.6,0.8,0.4,0.6,0.2,0.8333333333333334,1,0,0.3369685245522169,0.6630314754477831,False,0.6630314754477831,MEDIUM,2026,0.03221288515406162
2026-08-14,Finland,Spain,Kerava National Cricket Ground,Spain,field,T20,2026,Spain,0,0,0.475,0.8292682926829268,0.2,1.0,0.0,1.0,0.3076923076923077,0.5,0,0,0.21868832410816982,0.7813116758918301,True,0.7813116758918301,HIGH,2026,0.3542682926829268
2026-08-14,Luxembourg,Isle of Man,Kerava National Cricket Ground,Isle of Man,field,T20,2026,Isle of Man,0,0,0.3636363636363636,0.4761904761904761,0.6,0.2,0.0,1.0,0.5,0.75,0,0,0.37400589039033055,0.6259941096096695,True,0.6259941096096695,MEDIUM,2026,0.11255411255411252
2026-08-14,Germany,Czech Republic,Tikkurila Cricket Ground,Germany,bat,T20,2026,Germany,1,1,0.5846153846153846,0.4594594594594595,0.4,0.4,0.5,0.5,0.5,1.0,1,0,0.4952272425667212,0.5047727574332788,False,0.5047727574332788,LOW,2026,0.12515592515592516
2026-08-15,Finland,Bulgaria,Tikkurila Cricket Ground,Bulgaria,field,T20,2026,Finland,1,0,0.4634146341463415,0.32,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,1,1,0.7462906504860607,0.2537093495139393,True,0.7462906504860607,HIGH,2026,0.14341463414634148
2026-08-15,Germany,Portugal,Kerava National Cricket Ground,Portugal,field,T20,2026,Portugal,0,0,0.5909090909090909,0.7560975609756098,0.4,1.0,0.5,0.5,1.0,1.0,0,0,0.3900430613321654,0.6099569386678346,True,0.6099569386678346,MEDIUM,2026,0.16518847006651882
2026-08-15,Zambia,Malawi,"TCA Oval, Blantyre",Zambia,bat,T20,2026,Zambia,1,1,0.4285714285714285,0.4186046511627907,0.6,0.8,0.0,1.0,0.5,0.2727272727272727,1,0,0.3128837906580272,0.6871162093419728,False,0.6871162093419728,MEDIUM,2026,0.009966777408637773
2026-08-15,Isle of Man,Spain,Tikkurila Cricket Ground,Spain,field,T20,2026,Spain,0,0,0.5,0.8333333333333334,0.4,1.0,0.0,1.0,1.0,0.5,0,0,0.28029913072139384,0.7197008692786062,True,0.7197008692786062,HIGH,2026,0.33333333333333337
2026-08-15,Greece,Czech Republic,Kerava National Cricket Ground,Greece,bat,T20,2026,Czech Republic,0,1,0.1111111111111111,0.4473684210526316,0.0,0.4,0.0,1.0,0.0,0.5,0,0,0.24581246118020134,0.7541875388197987,True,0.7541875388197987,HIGH,2026,0.3362573099415205
2026-08-15,Rwanda,Zambia,"TCA Oval, Blantyre",Zambia,field,T20,2026,Zambia,0,0,0.3689320388349514,0.3846153846153846,0.6,0.4,0.6,0.4,0.7142857142857143,0.3333333333333333,0,1,0.5422815600733818,0.4577184399266182,False,0.5422815600733818,LOW,2026,0.015683345780433178
2026-08-16,Malawi,Rwanda,"TCA Oval, Blantyre",Malawi,bat,T20,2026,Rwanda,0,1,0.4090909090909091,0.3653846153846153,0.6,0.4,0.4545454545454545,0.5454545454545454,0.25,0.625,0,0,0.45454086296634044,0.5454591370336596,True,0.5454591370336596,LOW,2026,0.04370629370629381
2026-08-17,Israel,Germany,Kerava National Cricket Ground,Israel,bat,T20,2026,Germany,0,1,0.2307692307692307,0.582089552238806,0.0,0.4,0.5,0.5,0.5,0.5,0,0,0.4162569352388667,0.5837430647611332,True,0.5837430647611332,LOW,2026,0.35132032146957526
2026-08-17,Isle of Man,Bulgaria,Tikkurila Cricket Ground,Bulgaria,field,T20,2026,Isle of Man,1,0,0.4782608695652174,0.3137254901960784,0.2,0.0,0.5,0.5,0.5,0.25,1,1,0.6058553099037962,0.3941446900962038,True,0.6058553099037962,MEDIUM,2026,0.16453537936913898
2026-08-17,Greece,Portugal,Kerava National Cricket Ground,Portugal,field,T20,2026,Portugal,0,0,0.1,0.7619047619047619,0.0,1.0,0.5,0.5,0.0,1.0,0,0,0.19724482935496138,0.8027551706450387,True,0.8027551706450387,HIGH,2026,0.6619047619047619
2026-08-17,Spain,Luxembourg,Tikkurila Cricket Ground,Luxembourg,field,T20,2026,Spain,1,0,0.8372093023255814,0.3555555555555555,1.0,0.6,0.5,0.5,1.0,0.6666666666666666,1,1,0.612874545329638,0.38712545467036197,True,0.612874545329638,MEDIUM,2026,0.4816537467700259
2026-08-18,Finland,Luxembourg,Tikkurila Cricket Ground,Finland,bat,T20,2026,Finland,1,1,0.4761904761904761,0.3478260869565217,0.2,0.4,0.5,0.5,1.0,0.5,1,1,0.5571223420042577,0.4428776579957423,True,0.5571223420042577,LOW,2026,0.12836438923395443
2026-08-18,Greece,Germany,Kerava National Cricket Ground,Germany,field,T20,2026,Germany,0,0,0.0909090909090909,0.5882352941176471,0.0,0.6,0.5,0.5,0.0,0.6666666666666666,0,0,0.2855255303568011,0.7144744696431988,True,0.7144744696431988,HIGH,2026,0.4973262032085562
2026-08-18,Bulgaria,Spain,Tikkurila Cricket Ground,Bulgaria,bat,T20,2026,Spain,0,1,0.3076923076923077,0.8409090909090909,0.0,1.0,0.5,0.5,0.2,1.0,0,0,0.24505748033269553,0.7549425196673045,True,0.7549425196673045,HIGH,2026,0.5332167832167832
2026-08-18,Czech Republic,Israel,Kerava National Cricket Ground,Czech Republic,bat,T20,2026,Israel,0,1,0.4615384615384615,0.2142857142857142,0.4,0.0,0.5,0.5,0.6666666666666666,0.0,0,1,0.6522119488075986,0.3477880511924014,False,0.6522119488075986,MEDIUM,2026,0.24725274725274732
2026-08-20,Bulgaria,Luxembourg,Kerava National Cricket Ground,Luxembourg,field,T20,2026,Bulgaria,1,0,0.3018867924528302,0.3404255319148936,0.0,0.2,0.0,1.0,0.0,0.3333333333333333,1,0,0.3342684758496855,0.6657315241503146,False,0.6657315241503146,MEDIUM,2026,0.03853873946206343
2026-08-20,Israel,Greece,Tikkurila Cricket Ground,Greece,field,T20,2026,Israel,1,0,0.2666666666666666,0.0833333333333333,0.2,0.0,0.5,0.5,0.0,0.0,1,1,0.5420935876185052,0.45790641238149477,True,0.5420935876185052,LOW,2026,0.1833333333333333
2026-08-20,Portugal,Czech Republic,Tikkurila Cricket Ground,Portugal,bat,T20,2026,Portugal,1,1,0.7674418604651163,0.45,1.0,0.4,0.5,0.5,1.0,0.6666666666666666,1,1,0.631325139089517,0.36867486091048296,True,0.631325139089517,MEDIUM,2026,0.3174418604651163
2026-08-21,Israel,Isle of Man,Tikkurila Cricket Ground,Isle of Man,field,T20,2026,Isle of Man,0,0,0.3125,0.5,0.4,0.4,0.5,0.5,0.5,0.6666666666666666,0,0,0.441063867774098,0.558936132225902,True,0.558936132225902,LOW,2026,0.1875
2026-08-21,Bulgaria,Czech Republic,Tikkurila Cricket Ground,Czech Republic,field,T20,2026,Czech Republic,0,0,0.3148148148148148,0.4390243902439024,0.2,0.4,0.0,1.0,0.1666666666666666,0.5,0,0,0.3024227922880093,0.6975772077119907,True,0.6975772077119907,MEDIUM,2026,0.12420957542908756
2026-08-21,Germany,Finland,Kerava National Cricket Ground,Germany,bat,T20,2026,Germany,1,1,0.5942028985507246,0.4883720930232558,0.8,0.4,1.0,0.0,0.75,0.2857142857142857,1,1,0.6973492351530364,0.3026507648469636,True,0.6973492351530364,MEDIUM,2026,0.10583080552746882
2026-08-21,Portugal,Spain,Kerava National Cricket Ground,Spain,field,T20,2026,Portugal,1,0,0.7727272727272727,0.8444444444444444,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0.3244519116392856,0.6755480883607143,False,0.6755480883607143,MEDIUM,2026,0.07171717171717173
2026-08-28,Namibia,South Africa,"Namibia Cricket Ground, Windhoek",South Africa,field,T20,2026,Namibia,1,0,0.5913978494623656,0.5495495495495496,1.0,0.6,1.0,0.0,0.8181818181818182,0.0,1,1,0.679726692285163,0.320273307714837,True,0.679726692285163,MEDIUM,2026,0.04184829991281602
2026-08-29,Zimbabwe,South Africa,"Namibia Cricket Ground, Windhoek",Zimbabwe,bat,T20,2026,South Africa,0,1,0.4104046242774566,0.547085201793722,0.0,0.4,0.0,1.0,0.5,0.0,0,0,0.3737250784475893,0.6262749215524107,True,0.6262749215524107,MEDIUM,2026,0.1366805775162654
2026-08-31,Zimbabwe,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2026,Zimbabwe,1,0,0.4080459770114942,0.5957446808510638,0.0,1.0,0.5294117647058824,0.4705882352941176,0.0,0.8333333333333334,1,0,0.27855935269370263,0.7214406473062973,False,0.7214406473062973,HIGH,2026,0.1876987038395696
2026-09-01,South Africa,Zimbabwe,"Namibia Cricket Ground, Windhoek",South Africa,bat,T20,2026,South Africa,1,1,0.5491071428571429,0.4114285714285714,0.6,0.2,1.0,0.0,0.3333333333333333,0.5,1,1,0.6758963108823433,0.32410368911765675,True,0.6758963108823433,MEDIUM,2026,0.13767857142857148
2026-09-03,Namibia,Zimbabwe,"Namibia Cricket Ground, Windhoek",Zimbabwe,field,T20,2026,Zimbabwe,0,0,0.5894736842105263,0.4090909090909091,0.8,0.2,0.4444444444444444,0.5555555555555556,0.7692307692307693,0.3333333333333333,0,1,0.6084470402789056,0.3915529597210944,False,0.6084470402789056,MEDIUM,2026,0.18038277511961714
2026-09-04,South Africa,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2026,South Africa,1,0,0.5511111111111111,0.5833333333333334,0.8,0.6,0.0,1.0,0.5,0.7142857142857143,1,0,0.3385236806890289,0.6614763193109712,False,0.6614763193109712,MEDIUM,2026,0.03222222222222226
2026-09-06,South Africa,Zimbabwe,"Namibia Cricket Ground, Windhoek",South Africa,bat,T20,2026,South Africa,1,1,0.5530973451327433,0.4124293785310734,0.8,0.4,1.0,0.0,0.6,0.5,1,1,0.6688356694079535,0.33116433059204653,True,0.6688356694079535,MEDIUM,2026,0.1406679666016699
2026-09-08,Rwanda,Botswana,"Gahanga B Ground, Rwanda",Botswana,field,T20,2026,Rwanda,1,0,0.3714285714285714,0.4107142857142857,0.4,0.6,0.8571428571428571,0.1428571428571428,0.5,0.5,1,1,0.5245288908140956,0.4754711091859044,True,0.5245288908140956,LOW,2026,0.03928571428571431
2026-09-08,Kenya,Sierra Leone,"Gahanga B Ground, Rwanda",Kenya,bat,T20,2026,Kenya,1,1,0.55,0.3333333333333333,0.8,0.4,1.0,0.0,0.5,0.5,1,1,0.6658818370090517,0.3341181629909483,True,0.6658818370090517,MEDIUM,2026,0.21666666666666673
2026-09-09,Rwanda,Kenya,"Gahanga B Ground, Rwanda",Rwanda,bat,T20,2026,Kenya,0,1,0.3773584905660377,0.5544554455445545,0.6,0.8,0.1111111111111111,0.8888888888888888,1.0,1.0,0,0,0.31602588613371835,0.6839741138662816,True,0.6839741138662816,MEDIUM,2026,0.1770969549785168
2026-09-09,Uganda,Sierra Leone,"Gahanga B Ground, Rwanda",Uganda,bat,T20,2026,Uganda,1,1,0.7941176470588235,0.3260869565217391,0.6,0.4,0.5,0.5,0.5,0.0,1,1,0.6322017652768601,0.3677982347231399,True,0.6322017652768601,MEDIUM,2026,0.4680306905370844
